NO,cagegory,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
317,Bluray,线人, 2.80 GiB,1280 * 720, 1h 52mn,3577 Kbps,无字幕或内嵌字幕,[线人(国粤双语)].The.Stool.Pigeon.2010.720p.BluRay.x264.AC3-CMCT.mkv,0,中国电影2_3T
318,Bluray,美人鱼, 3.00 GiB,1280 * 720, 1h 33mn,4574 Kbps,无字幕或内嵌字幕,[美人鱼]Mermaid.2016.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
319,Bluray,群龙戏凤, 4.35 GiB,1920 * 1080, 1h 35mn,6545 Kbps,无字幕或内嵌字幕,群龙戏凤.1989.BDRip.1080P.x264.ac3.mkv,0,中国电影2_3T
320,Bluray,蔡李佛, 3.28 GiB,1280 * 544, 1h 32mn,5096 Kbps,无字幕或内嵌字幕,Choy.Lee.Fut.2011.BluRay.720p.x264.AC3.2Audio-HDChina.mkv,0,中国电影2_3T
321,Bluray,被偷走的那五年, 3.00 GiB,1280 * 720, 1h 51mn,3846 Kbps,无字幕或内嵌字幕,[被偷走的那五年]The.Stolen.Years.2013.BluRay.720p.x264.AC3-CnSCG[国语中字3G].mkv,0,中国电影2_3T
322,Bluray,西游记之三打白骨精, 3.10 GiB,1280 * 720, 1h 59mn,3720 Kbps,无字幕或内嵌字幕,西游记之三打白骨精.The.Monkey.King.2.2016.720p.BluRay.x264.AC3-CNXP.mkv,0,中国电影2_3T
323,Bluray,证人, 2.50 GiB,1280 * 720, 1h 50mn,3249 Kbps,无字幕或内嵌字幕,证人.The.Beast.Stalker.2008.720p.BluRay.x264.AC3-CNXP.mkv,0,中国电影2_3T
324,Bluray,败家仔, 3.40 GiB,1280 * 720, 1h 44mn,4671 Kbps,无字幕或内嵌字幕,[败家仔].Prodigal.Son.1981.BluRay.720p.x264.AC3.2Audios-CMCT.mkv,0,中国电影2_3T
325,Bluray,赤裸特工, 4.30 GiB,1280 * 688, 1h 31mn,6712 Kbps,外挂中英,Naked.Weapon.2002.BluRay.720p.x264-HDEVO.mkv,0,中国电影2_3T
326,Bluray,赤道, 3.69 GiB,1280 * 720, 1h 58mn,4448 Kbps,无字幕或内嵌字幕,[赤道]Helios.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
327,Bluray,超音速刑警, 4.36 GiB,1280 * 690, 1h 29mn,7003 Kbps,无字幕或内嵌字幕,Motorway.2012.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,中国电影2_3T
328,Bluray,跛豪, 3.80 GiB,1280 * 720, 2h 22mn,3812 Kbps,无字幕或内嵌字幕,[跛豪(国粤)]To.Be.Number.One.1991.BluRay.720p.x264.2Audio.AC3-CnSCG[中字3.8G].mkv,0,中国电影2_3T
329,Bluray,踏血寻梅, 3.00 GiB,1280 * 720, 1h 37mn,4382 Kbps,无字幕或内嵌字幕,[踏血寻梅]Port.of.Call.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
330,Bluray,过界男女, 3.00 GiB,1280 * 720, 1h 35mn,4507 Kbps,无字幕或内嵌字幕,[过界男女(国粤)]Bends.2013.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3G].mkv,0,中国电影2_3T
331,Bluray,迷城, 3.20 GiB,1280 * 720, 1h 41mn,4514 Kbps,无字幕或内嵌字幕,[迷城]Wild.City.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
332,Bluray,迷离夜, 3.19 GiB,1280 * 720, 1h 52mn,4056 Kbps,无字幕或内嵌字幕,[迷离夜].Tales.From.The.Dark.1.2013.BluRay.720p.x264.AC3-CMCT.mkv,0,中国电影2_3T
333,Bluray,追凶, 4.35 GiB,1280 * 544, 1h 33mn,6635 Kbps,外挂中文,Fairy.Tale.Killer.2012.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,中国电影2_3T
334,Bluray,野兽之瞳, 2.80 GiB,1280 * 720, 1h 49mn,3668 Kbps,无字幕或内嵌字幕,[野兽之瞳(国粤双语)].Born.Wild.2001.BluRay.720p.x264.AC3.2Audios-CMCT.mkv,0,中国电影2_3T
335,Bluray,钟无艳, 3.20 GiB,1280 * 720, 2h 3mn,3706 Kbps,无字幕或内嵌字幕,[钟无艳(国粤双语)].Wu.Yen.2001.BluRay.720p.x264.AC3-CMCT.mkv,0,中国电影2_3T
336,Bluray,钟馗伏魔雪妖魔灵, 3.20 GiB,1280 * 720, 1h 57mn,3883 Kbps,无字幕或内嵌字幕,[钟馗伏魔：雪妖魔灵]Zhongkui.Snow.Girl.and.the.Dark.Crystal.2015.BluRay.720p.x264.AC3-CnSCG.mkv,0,中国电影2_3T
337,Bluray,长恨歌, 5.61 GiB,1280 * 720, 1h 49mn,7364 Kbps,无字幕或内嵌字幕,Everlasting.Regret.2005.BluRay.RE.x264.720p.DTS.2Audio-HDS.mkv,0,中国电影2_3T
338,Bluray,阮玲玉, 4.16 GiB,1280 * 720, 2h 34mn,3852 Kbps,无字幕或内嵌字幕,[阮玲玉].Centre.Stage.1992.BluRay.720p.x264.AC3-CMCT.mkv,0,中国电影2_3T
339,Bluray,陀地驱魔人, 2.99 GiB,1280 * 720, 1h 42mn,4161 Kbps,无字幕或内嵌字幕,[陀地驱魔人]Keeper.of.Darkness.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
340,Bluray,集结号, 2.81 GiB,1280 * 544, 2h 3mn,3247 Kbps,无字幕或内嵌字幕,[集结号].Assembly.2007.BluRay.720p.x264.AC3-CMCT.mkv,0,中国电影2_3T
341,Bluray,雏妓, 4.37 GiB,1280 * 544, 1h 34mn,6630 Kbps,无字幕或内嵌字幕,Sara.2015.720p.BluRay.x264-WiKi.mkv,0,中国电影2_3T
342,Bluray,高登阔少蹲监日记, 3.50 GiB,1280 * 720, 1h 51mn,4471 Kbps,无字幕或内嵌字幕,[一狱一世界：高登阔少蹲监日记]Imprisoned.Survival.Guide.for.Rich.and.Prodigal.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,中国电影2_3T
343,Bluray,鬼吹灯之寻龙诀, 3.62 GiB,1280 * 720, 2h 4mn,4158 Kbps,无字幕或内嵌字幕,[鬼吹灯之寻龙诀].Mojin.The.Lost.Legend.2015.BluRay.720p.x264.AC3-CMCT.mkv,0,中国电影2_3T
344,Bluray,鬼马双星, 3.40 GiB,1280 * 720, 1h 47mn,4536 Kbps,无字幕或内嵌字幕,[鬼马双星].Games.Gamblers.Play.1974.BluRay.720p.x264.AC3.2Audios-CMCT.mkv,0,中国电影2_3T
345,Bluray,黑白道, 2.01 GiB,1280 * 720, 1h 28mn,3237 Kbps,无字幕或内嵌字幕,黑白道.On.The.Edge.2006.720p.BluRay.x264.AC3-CNXP.mkv,0,中国电影2_3T
346,M1905电影网,1942雾都大曝光, 298 MiB,720 * 448, 1h 28mn,473 Kbps,无字幕或内嵌字幕,1942雾都大曝光.flv,0,中国电影2_3T
347,M1905电影网,51号兵站, 387 MiB,720 * 576, 1h 34mn,573 Kbps,无字幕或内嵌字幕,51号兵站.flv,0,中国电影2_3T
348,M1905电影网,A面B面, 405 MiB,720 * 448, 1h 35mn,591 Kbps,无字幕或内嵌字幕,A面B面.flv,0,中国电影2_3T
349,M1905电影网,丁龙镇, 647 MiB,1280 * 996, 1h 29mn,1011 Kbps,无字幕或内嵌字幕,丁龙镇.flv,0,中国电影2_3T
350,M1905电影网,不拘小节的人, 337 MiB,720 * 576, 52mn 15s,903 Kbps,无字幕或内嵌字幕,不拘小节的人.flv,0,中国电影2_3T
351,M1905电影网,不该凋谢的玫瑰, 310 MiB,720 * 576, 1h 31mn,473 Kbps,无字幕或内嵌字幕,不该凋谢的玫瑰.flv,0,中国电影2_3T
352,M1905电影网,东厂喋血, 674 MiB,1280 * 856, 1h 33mn,1009 Kbps,无字幕或内嵌字幕,东厂喋血.flv,0,中国电影2_3T
353,M1905电影网,东归英雄传, 506 MiB,720 * 576, 1h 18mn,903 Kbps,无字幕或内嵌字幕,东归英雄传.flv,0,中国电影2_3T
354,M1905电影网,东进序曲, 625 MiB,720 * 576, 1h 36mn,901 Kbps,无字幕或内嵌字幕,东进序曲.flv,0,中国电影2_3T
355,M1905电影网,丰收之后, 763 MiB,1280 * 996, 1h 45mn,1011 Kbps,无字幕或内嵌字幕,丰收之后.flv,0,中国电影2_3T
356,M1905电影网,丹凤朝阳, 740 MiB,1280 * 1008, 1h 43mn,1003 Kbps,无字幕或内嵌字幕,丹凤朝阳.flv,0,中国电影2_3T
357,M1905电影网,丹心谱, 655 MiB,720 * 448, 1h 41mn,903 Kbps,无字幕或内嵌字幕,丹心谱.flv,0,中国电影2_3T
358,M1905电影网,二百五小传, 666 MiB,1280 * 984, 1h 32mn,1006 Kbps,无字幕或内嵌字幕,二百五小传.flv,0,中国电影2_3T
359,M1905电影网,仇中仇, 601 MiB,1920 * 816, 1h 33mn,903 Kbps,无字幕或内嵌字幕,仇中仇.flv,0,中国电影2_3T
360,M1905电影网,代号美洲豹, 260 MiB,720 * 448, 1h 16mn,473 Kbps,无字幕或内嵌字幕,代号美洲豹.flv,0,中国电影2_3T
361,M1905电影网,伏虎擒恶, 594 MiB,1280 * 714, 1h 22mn,1006 Kbps,无字幕或内嵌字幕,伏虎擒恶.flv,0,中国电影2_3T
362,M1905电影网,伏虎铁鹰, 639 MiB,1280 * 562, 1h 29mn,999 Kbps,无字幕或内嵌字幕,伏虎铁鹰.flv,0,中国电影2_3T
363,M1905电影网,保密局的枪声, 817 MiB,1280 * 938, 1h 53mn,1009 Kbps,无字幕或内嵌字幕,保密局的枪声.flv,0,中国电影2_3T
364,M1905电影网,傣女情恨, 625 MiB,1280 * 738, 1h 26mn,1006 Kbps,无字幕或内嵌字幕,傣女情恨.flv,0,中国电影2_3T
365,M1905电影网,儿子媳妇和老娘, 570 MiB,720 * 448, 1h 28mn,902 Kbps,无字幕或内嵌字幕,儿子媳妇和老娘.flv,0,中国电影2_3T
366,M1905电影网,光的棍, 638 MiB,1280 * 628, 1h 29mn,1001 Kbps,无字幕或内嵌字幕,光的棍.flv,0,中国电影2_3T
367,M1905电影网,党的女儿, 369 MiB,720 * 576, 1h 29mn,573 Kbps,无字幕或内嵌字幕,党的女儿.flv,0,中国电影2_3T
368,M1905电影网,八卦莲花掌, 573 MiB,1280 * 720, 1h 28mn,902 Kbps,无字幕或内嵌字幕,八卦莲花掌.flv,0,中国电影2_3T
369,M1905电影网,八女投江, 720 MiB,1280 * 548, 1h 40mn,1006 Kbps,无字幕或内嵌字幕,八女投江.flv,0,中国电影2_3T
370,M1905电影网,关东女侠, 616 MiB,1280 * 714, 1h 25mn,1002 Kbps,无字幕或内嵌字幕,关东女侠.flv,0,中国电影2_3T
371,M1905电影网,兵临绝境, 589 MiB,1280 * 666, 1h 21mn,1013 Kbps,无字幕或内嵌字幕,兵临绝境.flv,0,中国电影2_3T
372,M1905电影网,冰山上的来客, 779 MiB,720 * 576, 1h 41mn,1073 Kbps,无字幕或内嵌字幕,冰山上的来客.flv,0,中国电影2_3T
373,M1905电影网,冰雪金达莱, 679 MiB,1280 * 1070, 1h 33mn,1010 Kbps,无字幕或内嵌字幕,冰雪金达莱.flv,0,中国电影2_3T
374,M1905电影网,冲出死亡营, 647 MiB,1280 * 738, 1h 29mn,1008 Kbps,无字幕或内嵌字幕,冲出死亡营.flv,0,中国电影2_3T
375,M1905电影网,刀光虎影, 606 MiB,1280 * 984, 1h 24mn,1006 Kbps,无字幕或内嵌字幕,刀光虎影.flv,0,中国电影2_3T
376,M1905电影网,分水岭, 625 MiB,1280 * 962, 1h 26mn,1006 Kbps,无字幕或内嵌字幕,分水岭.flv,0,中国电影2_3T
377,M1905电影网,刺夜, 610 MiB,1920 * 824, 1h 34mn,903 Kbps,无字幕或内嵌字幕,刺夜.flv,0,中国电影2_3T
378,M1905电影网,刺杀汪精卫, 610 MiB,1280 * 578, 1h 24mn,1012 Kbps,无字幕或内嵌字幕,刺杀汪精卫.flv,0,中国电影2_3T
379,M1905电影网,北京你早, 335 MiB,720 * 448, 1h 39mn,472 Kbps,无字幕或内嵌字幕,北京你早.flv,0,中国电影2_3T
380,M1905电影网,北京小妞, 304 MiB,720 * 576, 1h 29mn,473 Kbps,无字幕或内嵌字幕,北京小妞.flv,0,中国电影2_3T
381,M1905电影网,北国江南, 854 MiB,1280 * 970, 1h 57mn,1012 Kbps,无字幕或内嵌字幕,北国江南.flv,0,中国电影2_3T
382,M1905电影网,北斗（上）, 577 MiB,1280 * 984, 1h 19mn,1019 Kbps,无字幕或内嵌字幕,北斗（上）.flv,0,中国电影2_3T
383,M1905电影网,北斗（下）, 598 MiB,1280 * 984, 1h 23mn,1001 Kbps,无字幕或内嵌字幕,北斗（下）.flv,0,中国电影2_3T
384,M1905电影网,变脸, 701 MiB,1280 * 810, 1h 36mn,1012 Kbps,无字幕或内嵌字幕,变脸.flv,0,中国电影2_3T
385,M1905电影网,古墓荒斋, 692 MiB,1280 * 714, 1h 35mn,1011 Kbps,无字幕或内嵌字幕,古墓荒斋.flv,0,中国电影2_3T
386,M1905电影网,古宅魅影, 328 MiB,720 * 448, 1h 20mn,571 Kbps,无字幕或内嵌字幕,古宅魅影.flv,0,中国电影2_3T
387,M1905电影网,古镇情, 496 MiB,1280 * 720, 1h 16mn,903 Kbps,无字幕或内嵌字幕,古镇情.flv,0,中国电影2_3T
388,M1905电影网,古龙镇谍影, 593 MiB,1280 * 544, 1h 31mn,903 Kbps,无字幕或内嵌字幕,古龙镇谍影.flv,0,中国电影2_3T
389,M1905电影网,叱咤香洲叶剑英, 325 MiB,720 * 448, 1h 35mn,473 Kbps,无字幕或内嵌字幕,叱咤香洲叶剑英.flv,0,中国电影2_3T
390,M1905电影网,喋血嘉陵江, 604 MiB,1280 * 714, 1h 24mn,1004 Kbps,无字幕或内嵌字幕,喋血嘉陵江.flv,0,中国电影2_3T
391,M1905电影网,喋血金兰, 629 MiB,1280 * 710, 1h 27mn,1006 Kbps,无字幕或内嵌字幕,喋血金兰.flv,0,中国电影2_3T
392,M1905电影网,喋血黑谷, 642 MiB,1280 * 606, 1h 29mn,1002 Kbps,无字幕或内嵌字幕,喋血黑谷.flv,0,中国电影2_3T
393,M1905电影网,国歌, 829 MiB,1280 * 564, 1h 54mn,1009 Kbps,无字幕或内嵌字幕,国歌.flv,0,中国电影2_3T
394,M1905电影网,国际大营救, 731 MiB,1280 * 480, 1h 41mn,1010 Kbps,无字幕或内嵌字幕,国际大营救.flv,0,中国电影2_3T
395,M1905电影网,地下航线, 670 MiB,720 * 576, 1h 43mn,901 Kbps,无字幕或内嵌字幕,地下航线.flv,0,中国电影2_3T
396,M1905电影网,地下追击, 576 MiB,1280 * 720, 1h 29mn,903 Kbps,无字幕或内嵌字幕,地下追击.flv,0,中国电影2_3T
397,M1905电影网,地狱山庄, 326 MiB,720 * 576, 1h 36mn,473 Kbps,无字幕或内嵌字幕,地狱山庄.flv,0,中国电影2_3T
398,M1905电影网,复仇大世界, 550 MiB,1280 * 720, 1h 28mn,868 Kbps,无字幕或内嵌字幕,复仇大世界.flv,0,中国电影2_3T
399,M1905电影网,复仇者, 600 MiB,1280 * 722, 1h 23mn,1008 Kbps,无字幕或内嵌字幕,复仇者.flv,0,中国电影2_3T
400,M1905电影网,大围捕, 518 MiB,1280 * 720, 1h 20mn,900 Kbps,无字幕或内嵌字幕,大围捕.flv,0,中国电影2_3T
401,M1905电影网,大年三十儿, 306 MiB,720 * 448, 1h 30mn,473 Kbps,无字幕或内嵌字幕,大年三十儿.flv,0,中国电影2_3T
402,M1905电影网,大李小李和老李, 590 MiB,1280 * 974, 1h 22mn,1005 Kbps,无字幕或内嵌字幕,大李小李和老李.flv,0,中国电影2_3T
403,M1905电影网,大清炮队, 710 MiB,1280 * 738, 1h 38mn,1008 Kbps,无字幕或内嵌字幕,大清炮队.flv,0,中国电影2_3T
404,M1905电影网,大渡河, 643 MiB,720 * 576, 1h 39mn,902 Kbps,无字幕或内嵌字幕,大渡河.flv,0,中国电影2_3T
405,M1905电影网,大漠双雄, 567 MiB,720 * 448, 1h 27mn,903 Kbps,无字幕或内嵌字幕,大漠双雄.flv,0,中国电影2_3T
406,M1905电影网,大荒野, 617 MiB,1280 * 704, 1h 25mn,1007 Kbps,无字幕或内嵌字幕,大荒野.flv,0,中国电影2_3T
407,M1905电影网,大虎, 322 MiB,720 * 576, 1h 35mn,473 Kbps,无字幕或内嵌字幕,大虎.flv,0,中国电影2_3T
408,M1905电影网,大辽太后, 613 MiB,1280 * 722, 1h 24mn,1013 Kbps,无字幕或内嵌字幕,大辽太后.flv,0,中国电影2_3T
409,M1905电影网,大鸿米店, 783 MiB,1280 * 784, 1h 48mn,1006 Kbps,无字幕或内嵌字幕,大鸿米店.flv,0,中国电影2_3T
410,M1905电影网,夺印, 620 MiB,1280 * 962, 1h 26mn,1006 Kbps,无字幕或内嵌字幕,夺印.flv,0,中国电影2_3T
411,M1905电影网,夺宝, 366 MiB,720 * 448, 1h 32mn,551 Kbps,无字幕或内嵌字幕,夺宝.flv,0,中国电影2_3T
412,M1905电影网,夺樽, 639 MiB,1280 * 714, 1h 29mn,1000 Kbps,无字幕或内嵌字幕,夺樽.flv,0,中国电影2_3T
413,M1905电影网,姑苏一怪, 642 MiB,1280 * 544, 1h 29mn,1006 Kbps,无字幕或内嵌字幕,姑苏一怪.flv,0,中国电影2_3T
414,M1905电影网,孤岛情报战, 288 MiB,720 * 448, 1h 25mn,473 Kbps,无字幕或内嵌字幕,孤岛情报战.flv,0,中国电影2_3T
415,M1905电影网,孤岛秘密战, 528 MiB,720 * 448, 1h 22mn,892 Kbps,无字幕或内嵌字幕,孤岛秘密战.flv,0,中国电影2_3T
416,M1905电影网,孤注一掷, 650 MiB,1280 * 714, 1h 29mn,1015 Kbps,无字幕或内嵌字幕,孤注一掷.flv,0,中国电影2_3T
417,M1905电影网,宝葫芦的秘密, 438 MiB,1920 * 1460, 1h 7mn,903 Kbps,无字幕或内嵌字幕,宝葫芦的秘密.flv,0,中国电影2_3T
418,M1905电影网,宫廷斗鸡, 618 MiB,1280 * 710, 1h 25mn,1015 Kbps,无字幕或内嵌字幕,宫廷斗鸡.flv,0,中国电影2_3T
419,M1905电影网,巴山红浪, 660 MiB,1280 * 996, 1h 32mn,998 Kbps,无字幕或内嵌字幕,巴山红浪.flv,0,中国电影2_3T
420,M1905电影网,巴陵窃贼, 703 MiB,1280 * 548, 1h 37mn,1007 Kbps,无字幕或内嵌字幕,巴陵窃贼.flv,0,中国电影2_3T
421,M1905电影网,带兵的人, 714 MiB,1280 * 962, 1h 39mn,1007 Kbps,无字幕或内嵌字幕,带兵的人.flv,0,中国电影2_3T
422,M1905电影网,弹道无痕, 653 MiB,1280 * 692, 1h 30mn,1013 Kbps,无字幕或内嵌字幕,弹道无痕.flv,0,中国电影2_3T
423,M1905电影网,当代人, 618 MiB,720 * 448, 1h 35mn,903 Kbps,无字幕或内嵌字幕,当代人.flv,0,中国电影2_3T
424,M1905电影网,怪侠, 545 MiB,1280 * 720, 1h 24mn,902 Kbps,无字幕或内嵌字幕,怪侠.flv,0,中国电影2_3T
425,M1905电影网,恩仇劫, 636 MiB,1280 * 714, 1h 29mn,995 Kbps,无字幕或内嵌字幕,恩仇劫.flv,0,中国电影2_3T
426,M1905电影网,悲情布鲁克, 608 MiB,1280 * 544, 1h 23mn,1019 Kbps,无字幕或内嵌字幕,悲情布鲁克.flv,0,中国电影2_3T
427,M1905电影网,戈壁恩仇录, 560 MiB,720 * 576, 1h 26mn,902 Kbps,无字幕或内嵌字幕,戈壁恩仇录.flv,0,中国电影2_3T
428,M1905电影网,戈壁来客, 647 MiB,1280 * 752, 1h 29mn,1006 Kbps,无字幕或内嵌字幕,戈壁来客.flv,0,中国电影2_3T
429,M1905电影网,报仇, 527 MiB,720 * 448, 1h 21mn,903 Kbps,无字幕或内嵌字幕,报仇.flv,0,中国电影2_3T
430,M1905电影网,拂晓枪声, 293 MiB,720 * 448, 1h 26mn,473 Kbps,无字幕或内嵌字幕,拂晓枪声.flv,0,中国电影2_3T
431,M1905电影网,拂晓的爆炸, 682 MiB,1280 * 744, 1h 34mn,1007 Kbps,无字幕或内嵌字幕,拂晓的爆炸.flv,0,中国电影2_3T
432,M1905电影网,敌后武工队, 896 MiB,1280 * 692, 2h 18mn,903 Kbps,无字幕或内嵌字幕,敌后武工队.flv,0,中国电影2_3T
433,M1905电影网,春催桃李, 651 MiB,1280 * 996, 1h 30mn,1001 Kbps,无字幕或内嵌字幕,春催桃李.flv,0,中国电影2_3T
434,M1905电影网,春暖花开, 600 MiB,720 * 576, 1h 32mn,903 Kbps,无字幕或内嵌字幕,春暖花开.flv,0,中国电影2_3T
435,M1905电影网,春眠不觉晓, 698 MiB,720 * 448, 1h 48mn,902 Kbps,无字幕或内嵌字幕,春眠不觉晓.flv,0,中国电影2_3T
436,M1905电影网,暴风中的雄鹰, 648 MiB,720 * 576, 1h 40mn,903 Kbps,无字幕或内嵌字幕,暴风中的雄鹰.flv,0,中国电影2_3T
437,M1905电影网,杜鹃花飞, 645 MiB,1280 * 714, 1h 28mn,1021 Kbps,无字幕或内嵌字幕,杜鹃花飞.flv,0,中国电影2_3T
438,M1905电影网,步入辉煌, 730 MiB,1280 * 688, 1h 41mn,1008 Kbps,无字幕或内嵌字幕,步入辉煌.flv,0,中国电影2_3T
439,M1905电影网,残团, 546 MiB,1280 * 544, 1h 24mn,903 Kbps,无字幕或内嵌字幕,残团.flv,0,中国电影2_3T
440,M1905电影网,毒吻, 307 MiB,720 * 448, 1h 30mn,473 Kbps,无字幕或内嵌字幕,毒吻.flv,0,中国电影2_3T
441,M1905电影网,洞箫横吹, 654 MiB,1280 * 996, 1h 30mn,1011 Kbps,无字幕或内嵌字幕,洞箫横吹.flv,0,中国电影2_3T
442,M1905电影网,港客谋杀案, 599 MiB,1280 * 722, 1h 23mn,1008 Kbps,无字幕或内嵌字幕,港客谋杀案.flv,0,中国电影2_3T
443,M1905电影网,点燃朝霞的人, 647 MiB,720 * 576, 1h 40mn,903 Kbps,无字幕或内嵌字幕,点燃朝霞的人.flv,0,中国电影2_3T
444,M1905电影网,烽火列车, 662 MiB,1280 * 984, 1h 32mn,1006 Kbps,无字幕或内嵌字幕,烽火列车.flv,0,中国电影2_3T
445,M1905电影网,烽火岁月, 599 MiB,1280 * 720, 1h 33mn,900 Kbps,无字幕或内嵌字幕,烽火岁月.flv,0,中国电影2_3T
446,M1905电影网,爱情傻瓜(北影1993), 639 MiB,1280 * 738, 1h 28mn,1014 Kbps,无字幕或内嵌字幕,爱情傻瓜(北影1993).flv,0,中国电影2_3T
447,M1905电影网,爱情命运号, 588 MiB,1920 * 1080, 1h 31mn,903 Kbps,无字幕或内嵌字幕,爱情命运号.flv,0,中国电影2_3T
448,M1905电影网,爱的延续, 599 MiB,1280 * 714, 1h 24mn,995 Kbps,无字幕或内嵌字幕,爱的延续.flv,0,中国电影2_3T
449,M1905电影网,父亲是座山, 300 MiB,720 * 448, 1h 28mn,473 Kbps,无字幕或内嵌字幕,父亲是座山.flv,0,中国电影2_3T
450,M1905电影网,父子婚事, 634 MiB,1280 * 752, 1h 27mn,1012 Kbps,无字幕或内嵌字幕,父子婚事.flv,0,中国电影2_3T
451,M1905电影网,独立大队, 779 MiB,1280 * 984, 1h 47mn,1015 Kbps,无字幕或内嵌字幕,独立大队.flv,0,中国电影2_3T
452,M1905电影网,独身女人, 418 MiB,720 * 448, 1h 38mn,591 Kbps,无字幕或内嵌字幕,独身女人.flv,0,中国电影2_3T
453,M1905电影网,瓜熟蒂落, 627 MiB,1280 * 832, 1h 27mn,1007 Kbps,无字幕或内嵌字幕,瓜熟蒂落.flv,0,中国电影2_3T
454,M1905电影网,疯狂的代价, 662 MiB,1280 * 714, 1h 31mn,1008 Kbps,无字幕或内嵌字幕,疯狂的代价.flv,0,中国电影2_3T
455,M1905电影网,疯狂的玫瑰, 576 MiB,1280 * 720, 1h 29mn,901 Kbps,无字幕或内嵌字幕,疯狂的玫瑰.flv,0,中国电影2_3T
456,M1905电影网,白山黑水, 1.09 GiB,1280 * 556, 2h 35mn,1006 Kbps,无字幕或内嵌字幕,白山黑水.flv,0,中国电影2_3T
457,M1905电影网,白日女鬼, 289 MiB,720 * 448, 1h 25mn,473 Kbps,无字幕或内嵌字幕,白日女鬼.flv,0,中国电影2_3T
458,M1905电影网,白秋练, 610 MiB,1280 * 720, 1h 37mn,873 Kbps,无字幕或内嵌字幕,白秋练.flv,0,中国电影2_3T
459,M1905电影网,白粉妹, 615 MiB,720 * 448, 1h 36mn,892 Kbps,无字幕或内嵌字幕,白粉妹.flv,0,中国电影2_3T
460,M1905电影网,白衣侠女, 645 MiB,1280 * 744, 1h 28mn,1017 Kbps,无字幕或内嵌字幕,白衣侠女.flv,0,中国电影2_3T
461,M1905电影网,白马飞飞, 776 MiB,1280 * 710, 1h 48mn,1000 Kbps,无字幕或内嵌字幕,白马飞飞.flv,0,中国电影2_3T
462,M1905电影网,百团大战, 767 MiB,1280 * 532, 1h 47mn,1002 Kbps,无字幕或内嵌字幕,百团大战.flv,0,中国电影2_3T
463,M1905电影网,的士情缘, 639 MiB,1280 * 700, 1h 28mn,1006 Kbps,无字幕或内嵌字幕,的士情缘.flv,0,中国电影2_3T
464,M1905电影网,碧血宝刀, 570 MiB,1280 * 720, 1h 28mn,903 Kbps,无字幕或内嵌字幕,碧血宝刀.flv,0,中国电影2_3T
465,M1905电影网,碧血狂龙, 573 MiB,720 * 576, 1h 28mn,902 Kbps,无字幕或内嵌字幕,碧血狂龙.flv,0,中国电影2_3T
466,M1905电影网,福尔摩斯与中国女侠, 610 MiB,1280 * 714, 1h 24mn,1005 Kbps,无字幕或内嵌字幕,福尔摩斯与中国女侠.flv,0,中国电影2_3T
467,M1905电影网,第三个被谋杀者, 729 MiB,1280 * 726, 1h 40mn,1016 Kbps,无字幕或内嵌字幕,第三个被谋杀者.flv,0,中国电影2_3T
468,M1905电影网,筏子客, 653 MiB,1280 * 722, 1h 30mn,1013 Kbps,无字幕或内嵌字幕,筏子客.flv,0,中国电影2_3T
469,M1905电影网,绑票, 719 MiB,1280 * 732, 1h 39mn,1014 Kbps,无字幕或内嵌字幕,绑票.flv,0,中国电影2_3T
470,M1905电影网,给您道喜啦（长影1999）-电影网, 620 MiB,1280 * 714, 1h 25mn,1014 Kbps,无字幕或内嵌字幕,给您道喜啦（长影1999）-电影网.flv,0,中国电影2_3T
471,M1905电影网,肝胆相照, 797 MiB,1280 * 714, 1h 49mn,1015 Kbps,无字幕或内嵌字幕,肝胆相照.flv,0,中国电影2_3T
472,M1905电影网,茶王, 575 MiB,1280 * 722, 1h 29mn,902 Kbps,无字幕或内嵌字幕,茶王.flv,0,中国电影2_3T
473,M1905电影网,草原雄鹰, 618 MiB,1280 * 984, 1h 26mn,999 Kbps,无字幕或内嵌字幕,草原雄鹰.flv,0,中国电影2_3T
474,M1905电影网,草原风暴, 671 MiB,1280 * 1070, 1h 33mn,1008 Kbps,无字幕或内嵌字幕,草原风暴.flv,0,中国电影2_3T
475,M1905电影网,被爱情遗忘的角落, 310 MiB,720 * 576, 1h 31mn,473 Kbps,无字幕或内嵌字幕,被爱情遗忘的角落.flv,0,中国电影2_3T
476,M1905电影网,豺狼入室, 584 MiB,1280 * 710, 1h 20mn,1010 Kbps,无字幕或内嵌字幕,豺狼入室.flv,0,中国电影2_3T
477,M1905电影网,财迷心窍, 329 MiB,720 * 448, 1h 37mn,473 Kbps,无字幕或内嵌字幕,财迷心窍.flv,0,中国电影2_3T
