NO,category,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
206,欧美系列,蜘蛛侠【1.2.3】, 4.37 GiB,1280 * 528, 2h 19mn,4495 Kbps,外挂中英,Spider-Man.3.2007.BDRip.x264-CHD.mkv,0,欧美系列1_2T
207,欧美系列,蝎子王【1.2.3.4】, 5.46 GiB,1280 * 720, 1h 44mn,7450 Kbps,外挂中英|未知字幕,The.Scorpion.King.4.Quest.for.Power.2015.720p.BluRay.x264-ROVERS.mkv,0,欧美系列1_2T
208,欧美系列,蝎子王【1.2.3.4】, 5.51 GiB,1280 * 720, 1h 48mn,7241 Kbps,外挂中英,【蝎子王2—勇士的崛起】The.Scorpion.King.2008.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美系列1_2T
209,欧美系列,蝎子王【1.2.3.4】, 5.50 GiB,1280 * 720, 1h 45mn,7469 Kbps,外挂中英,【蝎子王3—救赎之战】The.Scorpion.King.3：Battle.for.Redemption.2011.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
210,欧美系列,蝎子王【1.2.3.4】, 5.51 GiB,1280 * 544, 1h 31mn,8618 Kbps,外挂中英,【蝎子王】The.Scorpion.King.2002.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美系列1_2T
211,欧美系列,蝴蝶效应【1.2.3】, 6.55 GiB,1280 * 720, 1h 59mn,7844 Kbps,外挂中英,蝴蝶效应.Butterfly.Effect.Directors.Cut.2004.Blu-ray.720P.x264.DTS.MySilu.mkv,0,欧美系列1_2T
212,欧美系列,蝴蝶效应【1.2.3】, 4.37 GiB,1280 * 720, 1h 32mn,6750 Kbps,外挂中英,蝴蝶效应2.The.Butterfly.Effect.2.2006.BluRay.720P.DTS.x264-CHD.mkv,0,欧美系列1_2T
213,欧美系列,蝴蝶效应【1.2.3】, 4.28 GiB,1280 * 720, 1h 30mn,6793 Kbps,外挂中英,蝴蝶效应3：启示.The.Butterfly.Effect.3.Revelations.2009.720p.BluRay.X264-MySiLU.mkv,0,欧美系列1_2T
214,欧美系列,赤焰战场【1.2】, 5.49 GiB,1280 * 534, 1h 55mn,6792 Kbps,外挂中英,Red.2.2013.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
215,欧美系列,赤焰战场【1.2】, 5.50 GiB,1280 * 534, 1h 51mn,7085 Kbps,外挂中英,Red.2010.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
216,欧美系列,超人【1.2.3.4.5.6】, 4.96 GiB,1344 * 560, 2h 23mn,4969 Kbps,外挂中英,man.of.steel.2013.720p.bluray.x264-felony.mkv,0,欧美系列1_2T
217,欧美系列,超人【1.2.3.4.5.6】, 6.53 GiB,1280 * 534, 2h 23mn,6525 Kbps,外挂中英,Superman.1978.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
218,欧美系列,超人【1.2.3.4.5.6】, 6.53 GiB,1280 * 534, 2h 7mn,7330 Kbps,外挂中英,Superman.II.1980.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
219,欧美系列,超人【1.2.3.4.5.6】, 6.01 GiB,1280 * 534, 2h 4mn,6881 Kbps,外挂中英,Superman.III.1983.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
220,欧美系列,超人【1.2.3.4.5.6】, 4.37 GiB,1280 * 534, 1h 29mn,6955 Kbps,外挂中英,Superman.IV.1987.BluRay.720p.DTS.x264-CHD.mkv,0,欧美系列1_2T
