NO,category,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
26,艺人系列,跟踪, 3.20 GiB,1280 * 694, 1h 29mn,5122 Kbps,无字幕或内嵌字幕,[跟踪].Eye.In.The.Sky.2007.BluRay.720p.x264.AC3.2Audios-CMCT.mkv,0,中国系列1_2T
27,艺人系列,那夜凌晨我坐上了旺角开往大埔的红VAN, 2.73 GiB,1280 * 720, 2h 0mn,3247 Kbps,无字幕或内嵌字幕,梦幻天堂·龙网(lwgod.com).720p.那夜凌晨，我坐上了旺角开往大埔的红VAN.mkv,0,中国系列1_2T
28,艺人系列,上海滩十三太保, 1.38 GiB,704 * 432, 1h 26mn,2274 Kbps,无字幕或内嵌字幕,[香港][邵氏][1981][上海滩十三太保][国粤双语无字].mkv,0,中国系列1_2T
29,艺人系列,与龙共舞, 3.60 GiB,1280 * 720, 1h 49mn,4727 Kbps,无字幕或内嵌字幕,[与龙共舞].Dances.With.the.Dragon.1991.BluRay.720p.x264.AC3.2Audios-CMCT.mkv,0,中国系列1_2T
30,艺人系列,中环英雄, 1.66 GiB,852 * 480, 1h 32mn,2557 Kbps,无字幕或内嵌字幕,南方娱乐（bbs.nfyl.net).中环英雄.Don't.Fool.Me.1991.DVDRip.X264.AC3.NFYL.mkv,0,中国系列1_2T
31,艺人系列,二分之一次同床, 1.42 GiB,1920 * 1080, 1h 24mn,2397 Kbps,无字幕或内嵌字幕,二分之一次同床.Thanks for your Love.1996.mkv,0,中国系列1_2T
32,艺人系列,人海孤鴻, 2.40 GiB,1024 * 512, 1h 26mn,4000 Kbps,未知字幕,人海孤鴻.City.kids.1989.R3.HK.DVDRip.X264.2AC3-Jackie.mkv,0,中国系列1_2T
33,艺人系列,侠圣, 1.60 GiB,720 * 476, 1h 33mn,2454 Kbps,无字幕或内嵌字幕,侠圣.国粤语 720X476P 1h33mn32s The.Sting.1992.DVDRiP.X264.2Audio.AC3-Tang.mkv,0,中国系列1_2T
34,艺人系列,兄弟之生死同盟, 2.50 GiB,1280 * 720, 1h 38mn,3656 Kbps,无字幕或内嵌字幕,[兄弟之生死同盟]Brothers.2007.HDTV.720p.x264.AC3-CnSCG[国语中字2.5G].mkv,0,中国系列1_2T
35,艺人系列,全职杀手, 2.05 GiB,848 * 464, 1h 40mn,2923 Kbps,外挂中文,[全职杀手].Fulltime.Killer.2001.DVDRip.x264.2Audio.DTS.INT-NowOur.mkv,0,中国系列1_2T
36,艺人系列,再说一次我爱你, 2.05 GiB,1280 * 720, 1h 35mn,3058 Kbps,无字幕或内嵌字幕,[再说一次我爱你].All.About.Love.2005.720p.HDTV.x264.AC3-CMCT.mkv,0,中国系列1_2T
