No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
252,末代皇后, 715 MiB,1280 * 738, 1h 39mn,1000 Kbps,H-N,,末代皇后.flv
253,来的都是客, 619 MiB,720 * 448, 1h 35mn,902 Kbps,H-N,,来的都是客.flv
254,极地营救, 580 MiB,1280 * 720, 1h 32mn,872 Kbps,H-N,,极地营救.flv
255,林则徐, 423 MiB,720 * 576, 1h 39mn,592 Kbps,H-N,,林则徐.flv
256,枯木逢春, 615 MiB,720 * 576, 1h 35mn,903 Kbps,H-N,,枯木逢春.flv
257,柯山红日, 683 MiB,720 * 576, 1h 45mn,903 Kbps,H-N,,柯山红日.flv
258,柳如是, 672 MiB,1280 * 720, 1h 44mn,903 Kbps,H-N,,柳如是.flv
259,柳暗花明(北影1979), 834 MiB,720 * 576, 2h 9mn,902 Kbps,H-N,,柳暗花明(北影1979).flv
260,柳湖新颂, 448 MiB,720 * 576, 1h 9mn,903 Kbps,H-N,,柳湖新颂.flv
261,核桃树下, 587 MiB,1280 * 720, 1h 30mn,903 Kbps,H-N,,核桃树下.flv
262,梅花公馆, 644 MiB,1280 * 714, 1h 28mn,1015 Kbps,H-N,,梅花公馆.flv
263,梦幻岛, 607 MiB,1280 * 692, 1h 33mn,903 Kbps,H-N,,梦幻岛.flv
264,梦幻田园, 369 MiB,720 * 448, 1h 30mn,571 Kbps,H-N,,梦幻田园.flv
265,梦断南洋, 687 MiB,1280 * 714, 1h 34mn,1017 Kbps,H-N,,梦断南洋.flv
266,梦断楼兰, 331 MiB,720 * 448, 1h 37mn,473 Kbps,H-N,,梦断楼兰.flv
267,欢天喜地, 303 MiB,720 * 448, 1h 29mn,473 Kbps,H-N,,欢天喜地.flv
268,歼十出击, 568 MiB,1280 * 720, 1h 30mn,874 Kbps,H-N,,歼十出击.flv
269,母亲, 756 MiB,1280 * 984, 1h 44mn,1014 Kbps,H-N,,母亲.flv
270,母女教师, 540 MiB,720 * 576, 1h 23mn,903 Kbps,H-N,,母女教师.flv
271,母老虎上轿, 675 MiB,1280 * 856, 1h 34mn,1004 Kbps,H-N,,母老虎上轿.flv
272,民警故事, 681 MiB,1280 * 716, 1h 34mn,1006 Kbps,H-N,,民警故事.flv
273,江南奇冤, 645 MiB,1280 * 752, 1h 29mn,1005 Kbps,H-N,,江南奇冤.flv
274,江湖八面风, 555 MiB,1280 * 544, 1h 27mn,887 Kbps,H-N,,江湖八面风.flv
275,江湖奇兵, 527 MiB,1920 * 1080, 1h 21mn,902 Kbps,H-N,,江湖奇兵.flv
276,江湖妹子, 688 MiB,1280 * 732, 1h 35mn,1012 Kbps,H-N,,江湖妹子.flv
277,没有字的信, 680 MiB,1280 * 752, 1h 34mn,1009 Kbps,H-N,,没有字的信.flv
278,没有完成的喜剧, 513 MiB,720 * 576, 1h 19mn,903 Kbps,H-N,,没有完成的喜剧.flv
279,泥人常传奇, 333 MiB,720 * 336, 1h 38mn,473 Kbps,H-N,,泥人常传奇.flv
280,洪拳咏春, 539 MiB,1280 * 720, 1h 23mn,903 Kbps,H-N,,洪拳咏春.flv
281,海上风暴, 514 MiB,720 * 576, 1h 19mn,901 Kbps,H-N,,海上风暴.flv
282,海神, 744 MiB,1280 * 744, 1h 43mn,1007 Kbps,H-N,,海神.flv
283,海魂, 572 MiB,720 * 576, 1h 28mn,903 Kbps,H-N,,海魂.flv
284,海鹰, 550 MiB,720 * 576, 1h 25mn,902 Kbps,H-N,,海鹰.flv
285,海鹰战警, 647 MiB,1280 * 544, 1h 30mn,1004 Kbps,H-N,,海鹰战警.flv
286,满意不满意, 623 MiB,1280 * 970, 1h 25mn,1016 Kbps,H-N,,满意不满意.flv
287,满洲虎行动, 666 MiB,1280 * 714, 1h 32mn,1006 Kbps,H-N,,满洲虎行动.flv
288,激战前夜, 541 MiB,1280 * 984, 1h 15mn,1007 Kbps,H-N,,激战前夜.flv
289,激战无名川, 282 MiB,720 * 576, 1h 23mn,473 Kbps,H-N,,激战无名川.flv
290,烈火中永生, 1 003 MiB,1280 * 984, 2h 18mn,1011 Kbps,H-N,,烈火中永生.flv
291,燎原, 758 MiB,1280 * 984, 1h 44mn,1015 Kbps,H-N,,燎原.flv
292,牧人之子, 662 MiB,720 * 576, 1h 42mn,903 Kbps,H-N,,牧人之子.flv
293,牧童投军, 600 MiB,1280 * 984, 1h 22mn,1013 Kbps,H-N,,牧童投军.flv
294,狂心灭情, 570 MiB,720 * 448, 1h 29mn,892 Kbps,H-N,,狂心灭情.flv
295,狐缘, 603 MiB,1280 * 744, 1h 23mn,1007 Kbps,H-N,,狐缘.flv
296,狙击时刻, 602 MiB,1280 * 544, 1h 24mn,994 Kbps,H-N,,狙击时刻.flv
297,猎杀中山狼, 574 MiB,1920 * 1080, 1h 28mn,903 Kbps,H-N,,猎杀中山狼.flv
298,猎狐, 309 MiB,720 * 448, 1h 31mn,473 Kbps,H-N,,猎狐.flv
299,猎豹出击, 651 MiB,1280 * 732, 1h 30mn,1010 Kbps,H-N,,猎豹出击.flv
300,猛河的黎明, 646 MiB,720 * 576, 1h 40mn,903 Kbps,H-N,,猛河的黎明.flv
301,猛警神探, 587 MiB,1280 * 714, 1h 21mn,1011 Kbps,H-N,,猛警神探.flv
302,玫瑰楼迷影, 583 MiB,1280 * 720, 1h 30mn,903 Kbps,H-N,,玫瑰楼迷影.flv
303,玫瑰的梦, 688 MiB,1280 * 666, 1h 35mn,1011 Kbps,H-N,,玫瑰的梦.flv
304,甲午风云, 655 MiB,1920 * 1410, 1h 41mn,903 Kbps,H-N,,甲午风云.flv
305,男人困惑女人也困惑, 640 MiB,720 * 576, 1h 39mn,903 Kbps,H-N,,男人困惑女人也困惑.flv
306,男人的世界, 312 MiB,720 * 336, 1h 32mn,473 Kbps,H-N,,男人的世界.flv
307,留住心中的月亮, 615 MiB,1280 * 738, 1h 25mn,1005 Kbps,H-N,,留住心中的月亮.flv
308,目击者, 690 MiB,1280 * 714, 1h 36mn,996 Kbps,H-N,,目击者.flv
309,矿灯, 616 MiB,720 * 576, 1h 35mn,903 Kbps,H-N,,矿灯.flv
310,秘密图纸, 554 MiB,1280 * 962, 1h 17mn,1003 Kbps,H-N,,秘密图纸.flv
311,秘密战, 336 MiB,720 * 448, 1h 39mn,473 Kbps,H-N,,秘密战.flv
312,秘密金库, 652 MiB,1280 * 738, 1h 30mn,1012 Kbps,H-N,,秘密金库.flv
313,秘闯金三角, 621 MiB,1280 * 710, 1h 26mn,1007 Kbps,H-N,,秘闯金三角.flv
314,粮食, 605 MiB,720 * 576, 1h 33mn,902 Kbps,H-N,,粮食.flv
315,精武真英雄, 671 MiB,1280 * 714, 1h 34mn,996 Kbps,H-N,,精武真英雄.flv
316,紧急追捕, 548 MiB,720 * 448, 1h 25mn,891 Kbps,H-N,,紧急追捕.flv
317,红唇档案, 675 MiB,1280 * 714, 1h 35mn,989 Kbps,H-N,,红唇档案.flv
318,红唇迷印, 630 MiB,1280 * 720, 1h 37mn,903 Kbps,H-N,,红唇迷印.flv
319,红姑寨恩仇记, 636 MiB,1280 * 772, 1h 28mn,1003 Kbps,H-N,,红姑寨恩仇记.flv
320,红孩子, 687 MiB,720 * 576, 1h 46mn,903 Kbps,H-N,,红孩子.flv
321,红日, 926 MiB,1280 * 984, 2h 7mn,1015 Kbps,H-N,,红日.flv
322,红河激浪, 701 MiB,1280 * 984, 1h 37mn,1005 Kbps,H-N,,红河激浪.flv
323,红盖头, 688 MiB,1280 * 714, 1h 35mn,1009 Kbps,H-N,,红盖头.flv
324,红盾出击, 302 MiB,720 * 448, 1h 29mn,473 Kbps,H-N,,红盾出击.flv
325,红雨, 729 MiB,720 * 576, 1h 52mn,903 Kbps,H-N,,红雨.flv
326,结婚七年, 587 MiB,1280 * 714, 1h 21mn,1005 Kbps,H-N,,结婚七年.flv
327,结婚不结婚, 533 MiB,1280 * 720, 1h 22mn,903 Kbps,H-N,,结婚不结婚.flv
328,绝密行动, 581 MiB,720 * 576, 1h 30mn,903 Kbps,H-N,,绝密行动.flv
329,绝杀, 627 MiB,1280 * 738, 1h 26mn,1008 Kbps,H-N,,绝杀.flv
330,绿色钱包, 590 MiB,1280 * 732, 1h 22mn,1003 Kbps,H-N,,绿色钱包.flv
331,绿草地, 650 MiB,720 * 448, 1h 40mn,903 Kbps,H-N,,绿草地.flv
332,缉枪行动, 545 MiB,1280 * 720, 1h 24mn,903 Kbps,H-N,,缉枪行动.flv
333,缉毒战, 714 MiB,1280 * 726, 1h 39mn,1006 Kbps,H-N,,缉毒战.flv
334,罗小林的决心, 276 MiB,720 * 576, 42mn 46s,903 Kbps,H-N,,罗小林的决心.flv
335,美丽笨女人, 650 MiB,1280 * 714, 1h 30mn,1006 Kbps,H-N,,美丽笨女人.flv
336,美人之死, 731 MiB,1280 * 732, 1h 42mn,1000 Kbps,H-N,,美人之死.flv
337,老兵新传, 693 MiB,720 * 576, 1h 47mn,903 Kbps,H-N,,老兵新传.flv
338,老家新家, 554 MiB,1280 * 718, 1h 25mn,903 Kbps,H-N,,老家新家.flv
339,老少爷们上法场, 699 MiB,1280 * 594, 1h 36mn,1012 Kbps,H-N,,老少爷们上法场.flv
340,考试一家亲, 603 MiB,1280 * 744, 1h 24mn,997 Kbps,H-N,,考试一家亲.flv
341,聊斋席方平, 308 MiB,720 * 576, 1h 30mn,473 Kbps,H-N,,聊斋席方平.flv
342,胡巧英告状, 590 MiB,1920 * 1080, 1h 31mn,903 Kbps,H-N,,胡巧英告状.flv
343,良家妇女, 650 MiB,720 * 448, 1h 40mn,902 Kbps,H-N,,良家妇女.flv
344,芒果之歌, 530 MiB,720 * 576, 1h 21mn,903 Kbps,H-N,,芒果之歌.flv
345,花儿朵朵, 239 MiB,720 * 576, 1h 10mn,473 Kbps,H-N,,花儿朵朵.flv
346,花园街五号, 886 MiB,1280 * 590, 2h 2mn,1011 Kbps,H-N,,花园街五号.flv
347,花好月圆, 678 MiB,720 * 576, 1h 44mn,903 Kbps,H-N,,花好月圆.flv
348,花开花落, 593 MiB,1280 * 984, 1h 22mn,1002 Kbps,H-N,,花开花落.flv
349,花烛错, 673 MiB,1280 * 714, 1h 33mn,1008 Kbps,H-N,,花烛错.flv
350,花翎飞盗, 606 MiB,1280 * 738, 1h 24mn,1005 Kbps,H-N,,花翎飞盗.flv
351,花落时节, 313 MiB,720 * 448, 1h 32mn,473 Kbps,H-N,,花落时节.flv
352,苗家儿女, 533 MiB,720 * 576, 1h 22mn,903 Kbps,H-N,,苗家儿女.flv
353,苦菜花, 790 MiB,1280 * 962, 1h 48mn,1016 Kbps,H-N,,苦菜花.flv
354,荒岛情未了, 710 MiB,1280 * 554, 1h 38mn,1009 Kbps,H-N,,荒岛情未了.flv
355,荒火, 616 MiB,720 * 448, 1h 35mn,903 Kbps,H-N,,荒火.flv
356,莽女追魂, 563 MiB,720 * 448, 1h 27mn,902 Kbps,H-N,,莽女追魂.flv
357,落山风, 451 MiB,720 * 336, 2h 13mn,473 Kbps,H-N,,落山风.flv
358,落水记, 456 MiB,720 * 576, 1h 10mn,903 Kbps,H-N,,落水记.flv
359,落花坡情仇, 579 MiB,720 * 576, 1h 29mn,903 Kbps,H-N,,落花坡情仇.flv
360,蒋筑英, 327 MiB,720 * 448, 1h 36mn,473 Kbps,H-N,,蒋筑英.flv
361,虎兄豹弟, 612 MiB,1280 * 738, 1h 24mn,1012 Kbps,H-N,,虎兄豹弟.flv
362,虎穴追踪, 557 MiB,720 * 576, 1h 26mn,903 Kbps,H-N,,虎穴追踪.flv
363,警威壮贺兰, 581 MiB,720 * 576, 1h 29mn,902 Kbps,H-N,,警威壮贺兰.flv
364,警探红白黑, 603 MiB,1280 * 700, 1h 23mn,1007 Kbps,H-N,,警探红白黑.flv
365,警界无声, 666 MiB,1280 * 714, 1h 31mn,1020 Kbps,H-N,,警界无声.flv
366,谋刺关东王, 629 MiB,1280 * 678, 1h 26mn,1016 Kbps,H-N,,谋刺关东王.flv
367,贺龙军长, 313 MiB,720 * 576, 1h 32mn,473 Kbps,H-N,,贺龙军长.flv
368,跨界大劫案, 598 MiB,1280 * 738, 1h 22mn,1010 Kbps,H-N,,跨界大劫案.flv
369,路边吉他队, 574 MiB,720 * 448, 1h 28mn,902 Kbps,H-N,,路边吉他队.flv
370,辽远的乡村, 573 MiB,720 * 576, 1h 28mn,902 Kbps,H-N,,辽远的乡村.flv
371,迷失的古铜簋, 643 MiB,1280 * 962, 1h 29mn,1008 Kbps,H-N,,迷失的古铜簋.flv
372,迷途英雄, 636 MiB,1280 * 720, 1h 28mn,1007 Kbps,H-N,,迷途英雄.flv
373,逆风千里, 719 MiB,1280 * 1070, 1h 39mn,1013 Kbps,H-N,,逆风千里.flv
374,那山那人那狗, 640 MiB,1280 * 732, 1h 28mn,1011 Kbps,H-N,,那山那人那狗.flv
375,酒吧迷案, 554 MiB,1920 * 1080, 1h 25mn,903 Kbps,H-N,,酒吧迷案.flv
376,金匾背后, 706 MiB,1280 * 714, 1h 36mn,1022 Kbps,H-N,,金匾背后.flv
377,金戈铁马, 319 MiB,720 * 448, 1h 34mn,473 Kbps,H-N,,金戈铁马.flv
378,金沙水拍, 331 MiB,720 * 336, 1h 37mn,473 Kbps,H-N,,金沙水拍.flv
379,金沙江畔, 683 MiB,1280 * 984, 1h 34mn,1007 Kbps,H-N,,金沙江畔.flv
380,金沟情仇记, 640 MiB,1280 * 714, 1h 28mn,1007 Kbps,H-N,,金沟情仇记.flv
381,金秋鹿鸣, 557 MiB,1280 * 714, 1h 17mn,1004 Kbps,H-N,,金秋鹿鸣.flv
382,金色的草原, 720 MiB,1280 * 714, 1h 40mn,1000 Kbps,H-N,,金色的草原.flv
383,金铃传, 590 MiB,720 * 576, 1h 31mn,902 Kbps,H-N,,金铃传.flv
384,金银滩, 747 MiB,1280 * 996, 1h 43mn,1009 Kbps,H-N,,金银滩.flv
385,金镖黄天霸, 582 MiB,720 * 336, 1h 30mn,903 Kbps,H-N,,金镖黄天霸.flv
386,金门新娘, 602 MiB,1280 * 720, 1h 33mn,902 Kbps,H-N,,金门新娘.flv
387,金陵之夜, 723 MiB,1280 * 546, 1h 39mn,1011 Kbps,H-N,,金陵之夜.flv
388,闽江橘子红, 593 MiB,1280 * 996, 1h 22mn,1010 Kbps,H-N,,闽江橘子红.flv
389,霓虹灯下的哨兵（天马 1964年）, 447 MiB,720 * 554, 1h 54mn,545 Kbps,H-N,,霓虹灯下的哨兵（天马 1964年）.flv
390,马兰花开, 583 MiB,720 * 576, 1h 30mn,903 Kbps,H-N,,马兰花开.flv
391,马奈的新娘, 683 MiB,1280 * 714, 1h 35mn,996 Kbps,H-N,,马奈的新娘.flv
392,马戏团的新节目, 626 MiB,720 * 576, 1h 36mn,903 Kbps,H-N,,马戏团的新节目.flv
393,马文的战争, 502 MiB,720 * 448, 1h 20mn,873 Kbps,H-N,,马文的战争.flv
394,马贼的妻子, 627 MiB,1280 * 714, 1h 27mn,999 Kbps,H-N,,马贼的妻子.flv
395,马路天使, 584 MiB,720 * 576, 1h 30mn,903 Kbps,H-N,,马路天使.flv
396,骆驼客, 572 MiB,1280 * 544, 1h 28mn,900 Kbps,H-N,,骆驼客.flv
397,骆驼祥子, 648 MiB,1280 * 524, 1h 49mn,826 Kbps,H-N,,骆驼祥子.flv
398,魔术师的奇遇, 342 MiB,1280 * 594, 47mn 17s,1010 Kbps,H-N,,魔术师的奇遇.flv
399,魔窟生死恋, 689 MiB,1280 * 734, 1h 35mn,1008 Kbps,H-N,,魔窟生死恋.flv
400,鲁班的传说, 521 MiB,720 * 576, 1h 20mn,903 Kbps,H-N,,鲁班的传说.flv
401,鹤童, 617 MiB,1280 * 714, 1h 25mn,1007 Kbps,H-N,,鹤童.flv
402,黄山来的姑娘, 704 MiB,1280 * 698, 1h 37mn,1007 Kbps,H-N,,黄山来的姑娘.flv
403,黄河飞渡, 597 MiB,720 * 576, 1h 32mn,903 Kbps,H-N,,黄河飞渡.flv
404,黄浦江故事, 644 MiB,720 * 576, 1h 39mn,902 Kbps,H-N,,黄浦江故事.flv
405,黄金缉私队, 513 MiB,720 * 496, 1h 20mn,890 Kbps,H-N,,黄金缉私队.flv
406,黎明的河边, 453 MiB,720 * 576, 1h 10mn,901 Kbps,H-N,,黎明的河边.flv
407,黑三角, 640 MiB,1280 * 974, 1h 28mn,1009 Kbps,H-N,,黑三角.flv
408,黑幕, 565 MiB,1280 * 720, 1h 30mn,873 Kbps,H-N,,黑幕.flv
409,黑林鼓声, 486 MiB,720 * 448, 1h 15mn,903 Kbps,H-N,,黑林鼓声.flv
410,黑楼孤魂, 574 MiB,1920 * 1038, 1h 28mn,903 Kbps,H-N,,黑楼孤魂.flv
411,黑火, 649 MiB,1280 * 872, 1h 29mn,1013 Kbps,H-N,,黑火.flv
412,黑色死亡, 594 MiB,1280 * 720, 1h 35mn,873 Kbps,H-N,,黑色死亡.flv
413,黑色狂人, 310 MiB,720 * 448, 1h 31mn,473 Kbps,H-N,,黑色狂人.flv
414,黑色走廊, 505 MiB,720 * 576, 1h 21mn,871 Kbps,H-N,,黑色走廊.flv
415,黑色闪电, 284 MiB,720 * 448, 1h 23mn,473 Kbps,H-N,,黑色闪电.flv
416,黑花杀手, 524 MiB,720 * 448, 1h 24mn,871 Kbps,H-N,,黑花杀手.flv
417,龙凤呈祥, 304 MiB,720 * 448, 1h 29mn,473 Kbps,H-N,,龙凤呈祥.flv
418,龙凤店, 780 MiB,1280 * 544, 1h 48mn,1003 Kbps,H-N,,龙凤店.flv
419,龙年警官, 657 MiB,1280 * 722, 1h 41mn,903 Kbps,H-N,,龙年警官.flv
420,龙虎群英, 575 MiB,1280 * 738, 1h 19mn,1005 Kbps,H-N,,龙虎群英.flv
421,龙虎英雄, 571 MiB,1280 * 720, 1h 28mn,903 Kbps,H-N,,龙虎英雄.flv
422,龙闯中原, 571 MiB,1280 * 720, 1h 28mn,903 Kbps,H-N,,龙闯中原.flv
423,龙须沟, 695 MiB,720 * 576, 1h 47mn,903 Kbps,H-N,,龙须沟.flv
424,七·七事变, 769 MiB,1920 * 1076, 1h 58mn,903 Kbps,O-T,,七·七事变.flv
425,七十二家房客, 586 MiB,1280 * 984, 1h 20mn,1012 Kbps,O-T,,七十二家房客.flv
426,七天七夜, 542 MiB,720 * 576, 1h 24mn,900 Kbps,O-T,,七天七夜.flv
427,七小罗汉, 616 MiB,1280 * 704, 1h 25mn,1004 Kbps,O-T,,七小罗汉.flv
428,三个母亲, 634 MiB,720 * 576, 1h 38mn,903 Kbps,O-T,,三个母亲.flv
429,三八线上, 481 MiB,720 * 576, 1h 14mn,903 Kbps,O-T,,三八线上.flv
430,三八线上的女兵, 298 MiB,720 * 448, 1h 27mn,473 Kbps,O-T,,三八线上的女兵.flv
431,三女休夫, 575 MiB,720 * 448, 1h 28mn,903 Kbps,O-T,,三女休夫.flv
432,三年早知道, 517 MiB,720 * 576, 1h 19mn,903 Kbps,O-T,,三年早知道.flv
433,三进山城, 567 MiB,720 * 576, 1h 27mn,903 Kbps,O-T,,三进山城.flv
434,上一当, 646 MiB,1280 * 682, 1h 28mn,1016 Kbps,O-T,,上一当.flv
435,上海姑娘, 565 MiB,720 * 576, 1h 27mn,903 Kbps,O-T,,上海姑娘.flv
436,世界屋脊的太阳, 342 MiB,720 * 336, 1h 41mn,473 Kbps,O-T,,世界屋脊的太阳.flv
437,亲恩国仇, 286 MiB,720 * 448, 1h 24mn,473 Kbps,O-T,,亲恩国仇.flv
438,亲缘, 587 MiB,720 * 576, 1h 30mn,903 Kbps,O-T,,亲缘.flv
439,人小志大, 440 MiB,720 * 576, 1h 8mn,903 Kbps,O-T,,人小志大.flv
440,人生, 935 MiB,1280 * 500, 2h 10mn,1003 Kbps,O-T,,人生.flv
441,他在特区, 612 MiB,720 * 336, 1h 34mn,901 Kbps,O-T,,他在特区.flv
442,佘赛花, 649 MiB,1280 * 720, 1h 29mn,1019 Kbps,O-T,,佘赛花.flv
443,佩剑将军, 699 MiB,720 * 448, 1h 48mn,902 Kbps,O-T,,佩剑将军.flv
444,停战以后, 860 MiB,1280 * 962, 1h 58mn,1012 Kbps,O-T,,停战以后.flv
445,傻小子行侠记, 588 MiB,720 * 448, 1h 30mn,903 Kbps,O-T,,傻小子行侠记.flv
446,前哨, 639 MiB,720 * 576, 1h 38mn,903 Kbps,O-T,,前哨.flv
447,十天, 408 MiB,720 * 576, 2h 0mn,473 Kbps,O-T,,十天.flv
448,千万里追寻着你, 625 MiB,1280 * 744, 1h 27mn,1003 Kbps,O-T,,千万里追寻着你.flv
449,双喜临门, 596 MiB,1280 * 720, 1h 32mn,903 Kbps,O-T,,双喜临门.flv
450,双旗镇刀客, 561 MiB,1280 * 720, 1h 27mn,893 Kbps,O-T,,双旗镇刀客.flv
451,双枪假面人, 625 MiB,1280 * 714, 1h 26mn,1015 Kbps,O-T,,双枪假面人.flv
452,双栖间谍, 563 MiB,720 * 448, 1h 27mn,903 Kbps,O-T,,双栖间谍.flv
453,叛国者, 266 MiB,720 * 576, 1h 18mn,473 Kbps,O-T,,叛国者.flv
454,四大天王, 584 MiB,1280 * 710, 1h 20mn,1010 Kbps,O-T,,四大天王.flv
455,四渡赤水, 1 005 MiB,720 * 448, 2h 35mn,903 Kbps,O-T,,四渡赤水.flv
456,团结起来到明天, 616 MiB,720 * 576, 1h 35mn,903 Kbps,O-T,,团结起来到明天.flv
457,土地, 687 MiB,720 * 576, 1h 46mn,903 Kbps,O-T,,土地.flv
458,土裁缝与洋小姐, 703 MiB,1280 * 732, 1h 37mn,1012 Kbps,O-T,,土裁缝与洋小姐.flv
459,圣保罗医院之谜, 297 MiB,720 * 448, 1h 27mn,473 Kbps,O-T,,圣保罗医院之谜.flv
460,天使与魔鬼, 633 MiB,1280 * 744, 1h 28mn,1003 Kbps,O-T,,天使与魔鬼.flv
461,天国恩仇(潇湘1986), 673 MiB,720 * 336, 1h 44mn,902 Kbps,O-T,,天国恩仇(潇湘1986).flv
462,天堂回信, 567 MiB,1920 * 1080, 1h 27mn,903 Kbps,O-T,,天堂回信.flv
463,天字号密令, 645 MiB,1280 * 682, 1h 28mn,1019 Kbps,O-T,,天字号密令.flv
464,天山歌声, 585 MiB,1280 * 1070, 1h 21mn,1008 Kbps,O-T,,天山歌声.flv
465,天山的红花, 846 MiB,1280 * 996, 1h 56mn,1012 Kbps,O-T,,天山的红花.flv
466,天生有福, 656 MiB,1280 * 714, 1h 31mn,998 Kbps,O-T,,天生有福.flv
467,天网, 564 MiB,720 * 576, 1h 30mn,871 Kbps,O-T,,天网.flv
468,天罗地网, 618 MiB,720 * 576, 1h 35mn,901 Kbps,O-T,,天罗地网.flv
469,天职, 640 MiB,1280 * 676, 1h 29mn,999 Kbps,O-T,,天职.flv
470,天鼓, 676 MiB,1280 * 732, 1h 34mn,999 Kbps,O-T,,天鼓.flv
471,太后吉祥, 316 MiB,720 * 448, 1h 33mn,473 Kbps,O-T,,太后吉祥.flv
472,太极战士, 621 MiB,1280 * 738, 1h 25mn,1010 Kbps,O-T,,太极战士.flv
473,太阳刚刚出山, 501 MiB,720 * 576, 1h 17mn,903 Kbps,O-T,,太阳刚刚出山.flv
474,太阳女神, 91.9 MiB,1280 * 544, 13mn 0s,988 Kbps,O-T,,太阳女神.flv
475,失衡的美丽, 571 MiB,720 * 448, 1h 29mn,892 Kbps,O-T,,失衡的美丽.flv
476,奇屏迷案, 590 MiB,1920 * 1080, 1h 31mn,902 Kbps,O-T,,奇屏迷案.flv
477,如意, 631 MiB,720 * 576, 1h 37mn,901 Kbps,O-T,,如意.flv
478,如此多情, 345 MiB,720 * 576, 53mn 26s,903 Kbps,O-T,,如此多情.flv
479,如此爹娘, 624 MiB,1280 * 984, 1h 26mn,1007 Kbps,O-T,,如此爹娘.flv
480,少侠奇缘, 279 MiB,720 * 448, 1h 22mn,473 Kbps,O-T,,少侠奇缘.flv
481,少女·逃犯·狗, 260 MiB,720 * 448, 1h 16mn,473 Kbps,O-T,,少女·逃犯·狗.flv
482,屠城血证, 625 MiB,1280 * 546, 1h 26mn,1010 Kbps,O-T,,屠城血证.flv
483,山中那个女人, 586 MiB,1280 * 720, 1h 33mn,872 Kbps,O-T,,山中那个女人.flv
484,山村奇案, 334 MiB,720 * 448, 1h 38mn,473 Kbps,O-T,,山村奇案.flv
485,山神, 710 MiB,1280 * 548, 1h 49mn,903 Kbps,O-T,,山神.flv
486,山里山外, 584 MiB,1280 * 720, 1h 30mn,902 Kbps,O-T,,山里山外.flv
487,山重水复, 702 MiB,720 * 576, 1h 48mn,902 Kbps,O-T,,山重水复.flv
488,山间铃响马帮来, 349 MiB,720 * 576, 1h 25mn,571 Kbps,O-T,,山间铃响马帮来.flv
489,岁月旅途, 604 MiB,1920 * 1080, 1h 33mn,903 Kbps,O-T,,岁月旅途.flv
490,巧娶媳妇, 673 MiB,720 * 448, 1h 27mn,1073 Kbps,O-T,,巧娶媳妇.flv
491,平原作战, 810 MiB,720 * 576, 2h 5mn,903 Kbps,O-T,,平原作战.flv
492,平原枪声, 677 MiB,1280 * 720, 1h 48mn,875 Kbps,O-T,,平原枪声.flv
493,平壤之约, 590 MiB,1280 * 548, 1h 31mn,900 Kbps,O-T,,平壤之约.flv
494,情人的最后一次谋杀, 282 MiB,720 * 576, 1h 23mn,473 Kbps,O-T,,情人的最后一次谋杀.flv
495,情天恨海, 695 MiB,720 * 576, 1h 47mn,901 Kbps,O-T,,情天恨海.flv
496,情断莲花庵, 642 MiB,1280 * 824, 1h 28mn,1013 Kbps,O-T,,情断莲花庵.flv
497,情长谊深, 643 MiB,720 * 576, 1h 39mn,903 Kbps,O-T,,情长谊深.flv
498,扑不灭的火焰, 405 MiB,720 * 576, 1h 39mn,571 Kbps,O-T,,扑不灭的火焰.flv
499,挺进中原, 713 MiB,1280 * 984, 1h 39mn,1005 Kbps,O-T,,挺进中原.flv
500,排球之花, 623 MiB,1280 * 996, 1h 26mn,1003 Kbps,O-T,,排球之花.flv
501,探亲记, 590 MiB,720 * 576, 1h 31mn,902 Kbps,O-T,,探亲记.flv
502,擒凶记, 624 MiB,1280 * 996, 1h 26mn,1005 Kbps,O-T,,擒凶记.flv
503,杀手情, 803 MiB,1280 * 738, 1h 51mn,1007 Kbps,O-T,,杀手情.flv
504,杀机四伏, 595 MiB,1280 * 714, 1h 22mn,1012 Kbps,O-T,,杀机四伏.flv
505,枪与玫瑰, 611 MiB,1280 * 512, 1h 34mn,903 Kbps,O-T,,枪与玫瑰.flv
506,枪访要塞, 675 MiB,1280 * 732, 1h 33mn,1004 Kbps,O-T,,枪访要塞.flv
507,栖霞寺1937, 607 MiB,1280 * 720, 1h 34mn,901 Kbps,O-T,,栖霞寺1937.flv
508,死亡追踪, 289 MiB,720 * 576, 1h 25mn,473 Kbps,O-T,,死亡追踪.flv
509,死亡预谋, 290 MiB,720 * 448, 1h 25mn,473 Kbps,O-T,,死亡预谋.flv
510,死里逃生, 355 MiB,720 * 576, 1h 45mn,473 Kbps,O-T,,死里逃生.flv
511,水, 314 MiB,720 * 576, 48mn 39s,903 Kbps,O-T,,水.flv
512,水乡的春天, 684 MiB,720 * 576, 1h 45mn,903 Kbps,O-T,,水乡的春天.flv
513,沙家店粮站, 562 MiB,720 * 576, 1h 27mn,903 Kbps,O-T,,沙家店粮站.flv
514,沙漠宝窟, 590 MiB,720 * 576, 1h 31mn,903 Kbps,O-T,,沙漠宝窟.flv
515,沙漠追匪记, 459 MiB,720 * 576, 1h 11mn,903 Kbps,O-T,,沙漠追匪记.flv
516,沙漠里的战斗, 699 MiB,720 * 576, 1h 48mn,903 Kbps,O-T,,沙漠里的战斗.flv
