No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
517,泰山恩仇, 602 MiB,720 * 448, 1h 33mn,903 Kbps,O-T,,泰山恩仇.flv
518,清水湾淡水湾1984, 412 MiB,852 * 470, 1h 42mn,560 Kbps,O-T,,清水湾淡水湾1984.flv
519,漂亮的女邻居, 313 MiB,720 * 448, 1h 32mn,473 Kbps,O-T,,漂亮的女邻居.flv
520,热线追击, 603 MiB,1280 * 710, 1h 23mn,1010 Kbps,O-T,,热线追击.flv
521,特别攻击队, 561 MiB,720 * 448, 1h 26mn,903 Kbps,O-T,,特别攻击队.flv
522,特警出击, 561 MiB,1280 * 716, 1h 18mn,1004 Kbps,O-T,,特警出击.flv
523,特高课在行动, 630 MiB,1280 * 840, 1h 27mn,1008 Kbps,O-T,,特高课在行动.flv
524,犬王, 611 MiB,1280 * 714, 1h 25mn,1001 Kbps,O-T,,犬王.flv
525,球场风波, 490 MiB,720 * 576, 1h 15mn,903 Kbps,O-T,,球场风波.flv
526,甜女(长影1983), 573 MiB,720 * 448, 1h 29mn,900 Kbps,O-T,,甜女(长影1983).flv
527,生命的火花, 661 MiB,1280 * 1070, 1h 31mn,1010 Kbps,O-T,,生命的火花.flv
528,生死千里, 624 MiB,720 * 448, 1h 36mn,902 Kbps,O-T,,生死千里.flv
529,生死密电, 612 MiB,1280 * 720, 1h 34mn,903 Kbps,O-T,,生死密电.flv
530,生死情缘(天山1999), 608 MiB,1280 * 714, 1h 25mn,998 Kbps,O-T,,生死情缘(天山1999).flv
531,生死罗布泊, 536 MiB,720 * 336, 1h 25mn,877 Kbps,O-T,,生死罗布泊.flv
532,生死腾格里, 593 MiB,1280 * 966, 1h 31mn,903 Kbps,O-T,,生死腾格里.flv
533,生活的浪花, 656 MiB,720 * 576, 1h 41mn,900 Kbps,O-T,,生活的浪花.flv
534,生财有道, 595 MiB,720 * 576, 1h 32mn,903 Kbps,O-T,,生财有道.flv
535,田野又是青纱帐, 687 MiB,1280 * 692, 1h 46mn,902 Kbps,O-T,,田野又是青纱帐.flv
536,皮包, 247 MiB,720 * 576, 38mn 18s,903 Kbps,O-T,,皮包.flv
537,瞬间, 702 MiB,720 * 576, 1h 48mn,903 Kbps,O-T,,瞬间.flv
538,石头村发财记, 567 MiB,1280 * 720, 1h 30mn,873 Kbps,O-T,,石头村发财记.flv
539,破袭战, 325 MiB,720 * 448, 1h 36mn,473 Kbps,O-T,,破袭战.flv
540,神医扁鹊(长影1985), 328 MiB,852 * 468, 1h 21mn,561 Kbps,O-T,,神医扁鹊(长影1985).flv
541,神捕铁中英, 637 MiB,1920 * 1080, 1h 38mn,902 Kbps,O-T,,神捕铁中英.flv
542,神枪雪恨, 636 MiB,1280 * 722, 1h 28mn,1001 Kbps,O-T,,神枪雪恨.flv
543,神秘的旅伴, 293 MiB,720 * 448, 1h 26mn,473 Kbps,O-T,,神秘的旅伴.flv
544,神秧手, 223 MiB,720 * 576, 34mn 31s,903 Kbps,O-T,,神秧手.flv
545,神警天降, 300 MiB,720 * 448, 1h 28mn,473 Kbps,O-T,,神警天降.flv
546,神鞭, 681 MiB,1280 * 738, 1h 34mn,1006 Kbps,O-T,,神鞭.flv
547,神龙车队, 627 MiB,1280 * 556, 1h 26mn,1014 Kbps,O-T,,神龙车队.flv
548,秋收起义, 367 MiB,720 * 336, 1h 48mn,473 Kbps,O-T,,秋收起义.flv
549,秋翁遇仙记, 280 MiB,720 * 576, 1h 22mn,473 Kbps,O-T,,秋翁遇仙记.flv
550,索命逍遥楼, 701 MiB,1280 * 714, 1h 36mn,1016 Kbps,O-T,,索命逍遥楼.flv
551,索命飞刀, 548 MiB,1280 * 692, 1h 24mn,903 Kbps,O-T,,索命飞刀.flv
552,胖婶进城, 564 MiB,1280 * 720, 1h 30mn,874 Kbps,O-T,,胖婶进城.flv
553,胜利重逢, 588 MiB,720 * 576, 1h 31mn,903 Kbps,O-T,,胜利重逢.flv
554,舍身技, 594 MiB,1280 * 564, 1h 22mn,1010 Kbps,O-T,,舍身技.flv
555,葡萄熟了的时候, 538 MiB,720 * 576, 1h 24mn,892 Kbps,O-T,,葡萄熟了的时候.flv
556,蛇案, 595 MiB,1280 * 840, 1h 21mn,1015 Kbps,O-T,,蛇案.flv
557,螳螂, 690 MiB,1920 * 1080, 1h 46mn,903 Kbps,O-T,,螳螂.flv
558,让世界充满爱, 595 MiB,720 * 448, 1h 32mn,899 Kbps,O-T,,让世界充满爱.flv
559,谁戴这朵花, 703 MiB,1280 * 1008, 1h 37mn,1009 Kbps,O-T,,谁戴这朵花.flv
560,谁是被抛弃的人, 507 MiB,720 * 576, 1h 18mn,903 Kbps,O-T,,谁是被抛弃的人.flv
561,谭嗣同, 961 MiB,1280 * 578, 2h 12mn,1013 Kbps,O-T,,谭嗣同.flv
562,身份疑云, 598 MiB,1280 * 714, 1h 23mn,1001 Kbps,O-T,,身份疑云.flv
563,逃犯, 567 MiB,720 * 448, 1h 27mn,902 Kbps,O-T,,逃犯.flv
564,通天长老, 592 MiB,720 * 576, 1h 31mn,903 Kbps,O-T,,通天长老.flv
565,通道转兵, 583 MiB,1280 * 720, 1h 30mn,902 Kbps,O-T,,通道转兵.flv
566,铁人王进喜, 671 MiB,1280 * 544, 1h 33mn,999 Kbps,O-T,,铁人王进喜.flv
567,铁血奇兵, 382 MiB,720 * 448, 1h 30mn,592 Kbps,O-T,,铁血奇兵.flv
568,铁血娇娃, 689 MiB,1280 * 544, 1h 35mn,1004 Kbps,O-T,,铁血娇娃.flv
569,铁血情仇, 295 MiB,720 * 448, 1h 27mn,473 Kbps,O-T,,铁血情仇.flv
570,铁血柔情, 722 MiB,1280 * 714, 1h 40mn,1000 Kbps,O-T,,铁血柔情.flv
571,铁血江桥, 599 MiB,1280 * 720, 1h 35mn,874 Kbps,O-T,,铁血江桥.flv
572,铁血群英, 556 MiB,720 * 448, 1h 26mn,902 Kbps,O-T,,铁血群英.flv
573,铁血金魂, 551 MiB,1280 * 732, 1h 16mn,1002 Kbps,O-T,,铁血金魂.flv
574,铁道卫士, 407 MiB,720 * 576, 1h 39mn,571 Kbps,O-T,,铁道卫士.flv
575,铜马铁燕传奇, 533 MiB,720 * 448, 1h 22mn,902 Kbps,O-T,,铜马铁燕传奇.flv
576,闪闪的红星, 721 MiB,1280 * 962, 1h 40mn,1002 Kbps,O-T,,闪闪的红星.flv
577,青山恋, 685 MiB,1280 * 996, 1h 34mn,1011 Kbps,O-T,,青山恋.flv
578,青年鲁班, 619 MiB,1280 * 984, 1h 26mn,1005 Kbps,O-T,,青年鲁班.flv
579,青春之歌, 1 013 MiB,1920 * 1466, 2h 36mn,903 Kbps,O-T,,青春之歌.flv
580,青春的园地, 516 MiB,720 * 576, 1h 19mn,903 Kbps,O-T,,青春的园地.flv
581,青春的脚步, 518 MiB,720 * 576, 1h 20mn,903 Kbps,O-T,,青春的脚步.flv
582,青春祭, 592 MiB,720 * 448, 1h 31mn,901 Kbps,O-T,,青春祭.flv
583,青梅, 676 MiB,1280 * 714, 1h 32mn,1024 Kbps,O-T,,青梅.flv
584,青瓷迷踪, 601 MiB,1280 * 720, 1h 33mn,902 Kbps,O-T,,青瓷迷踪.flv
585,一个和八个, 627 MiB,1280 * 848, 1h 26mn,1008 Kbps,U-Z,,一个和八个.flv
586,一个温州的女人, 640 MiB,1280 * 532, 1h 28mn,1006 Kbps,U-Z,,一个温州的女人.flv
587,一代天骄成吉思汗, 367 MiB,720 * 336, 1h 48mn,473 Kbps,U-Z,,一代天骄成吉思汗.flv
588,一叶小舟, 587 MiB,720 * 576, 1h 30mn,902 Kbps,U-Z,,一叶小舟.flv
589,一场风波, 540 MiB,720 * 576, 1h 23mn,903 Kbps,U-Z,,一场风波.flv
590,一天一夜, 532 MiB,1280 * 732, 1h 14mn,1003 Kbps,U-Z,,一天一夜.flv
591,一年到头, 339 MiB,720 * 448, 1h 40mn,473 Kbps,U-Z,,一年到头.flv
592,一江春水向东流, 742 MiB,720 * 576, 3h 1mn,571 Kbps,U-Z,,一江春水向东流.flv
593,一贯害人道, 687 MiB,720 * 576, 1h 46mn,903 Kbps,U-Z,,一贯害人道.flv
594,一路惊心, 561 MiB,1920 * 1080, 1h 26mn,903 Kbps,U-Z,,一路惊心.flv
595,一路顺风, 664 MiB,1280 * 744, 1h 31mn,1012 Kbps,U-Z,,一路顺风.flv
596,万木春, 519 MiB,720 * 576, 1h 20mn,902 Kbps,U-Z,,万木春.flv
597,业余警察, 294 MiB,720 * 576, 1h 26mn,473 Kbps,U-Z,,业余警察.flv
598,严峻的历程, 923 MiB,1280 * 840, 2h 8mn,1008 Kbps,U-Z,,严峻的历程.flv
599,中国功夫, 601 MiB,1280 * 720, 1h 32mn,903 Kbps,U-Z,,中国功夫.flv
600,中国勇士, 621 MiB,1280 * 720, 1h 26mn,1004 Kbps,U-Z,,中国勇士.flv
601,为了六十一个阶级弟兄, 378 MiB,720 * 576, 58mn 28s,903 Kbps,U-Z,,为了六十一个阶级弟兄.flv
602,为了和平, 687 MiB,720 * 576, 1h 46mn,902 Kbps,U-Z,,为了和平.flv
603,为了胜利, 655 MiB,1280 * 962, 1h 31mn,1004 Kbps,U-Z,,为了胜利.flv
604,主仆历险记, 617 MiB,1280 * 714, 1h 25mn,1008 Kbps,U-Z,,主仆历险记.flv
605,义勇军魂, 678 MiB,1280 * 682, 1h 34mn,998 Kbps,U-Z,,义勇军魂.flv
606,义胆除魔, 535 MiB,1280 * 720, 1h 25mn,872 Kbps,U-Z,,义胆除魔.flv
607,乌鲁木齐的天空, 618 MiB,1280 * 582, 1h 35mn,903 Kbps,U-Z,,乌鲁木齐的天空.flv
608,云南故事 1993 北影 香港, 386 MiB,720 * 448, 1h 34mn,571 Kbps,U-Z,,云南故事 1993 北影 香港.flv
609,五十度黑, 517 MiB,1280 * 586, 1h 12mn,998 Kbps,U-Z,,五十度黑.flv
610,五女拜寿, 841 MiB,1280 * 698, 1h 56mn,1007 Kbps,U-Z,,五女拜寿.flv
611,五彩路, 638 MiB,1280 * 984, 1h 28mn,1003 Kbps,U-Z,,五彩路.flv
612,五更寒, 702 MiB,720 * 576, 1h 48mn,903 Kbps,U-Z,,五更寒.flv
613,五魁, 781 MiB,1280 * 714, 1h 48mn,1007 Kbps,U-Z,,五魁.flv
614,仗义英雄, 601 MiB,1280 * 734, 1h 23mn,1005 Kbps,U-Z,,仗义英雄.flv
615,伟大的起点, 678 MiB,720 * 576, 1h 45mn,902 Kbps,U-Z,,伟大的起点.flv
616,侠女柔情, 302 MiB,720 * 576, 1h 29mn,473 Kbps,U-Z,,侠女柔情.flv
617,元帅与士兵, 597 MiB,1280 * 984, 1h 22mn,1008 Kbps,U-Z,,元帅与士兵.flv
618,兄妹探宝, 550 MiB,1280 * 996, 1h 15mn,1019 Kbps,U-Z,,兄妹探宝.flv
619,再塑一个我, 512 MiB,720 * 576, 1h 19mn,900 Kbps,U-Z,,再塑一个我.flv
620,再生记, 626 MiB,720 * 576, 1h 36mn,903 Kbps,U-Z,,再生记.flv
621,刑警荣誉, 619 MiB,1280 * 744, 1h 25mn,1009 Kbps,U-Z,,刑警荣誉.flv
622,勿忘我, 697 MiB,1280 * 738, 1h 36mn,1008 Kbps,U-Z,,勿忘我.flv
623,卧槽马, 553 MiB,1280 * 544, 1h 25mn,905 Kbps,U-Z,,卧槽马.flv
624,危情狂蝶, 620 MiB,1280 * 728, 1h 26mn,1000 Kbps,U-Z,,危情狂蝶.flv
625,危情营救, 636 MiB,1280 * 544, 1h 28mn,1005 Kbps,U-Z,,危情营救.flv
626,危难关头, 358 MiB,720 * 448, 1h 27mn,571 Kbps,U-Z,,危难关头.flv
627,友谊, 448 MiB,720 * 576, 1h 9mn,903 Kbps,U-Z,,友谊.flv
628,向导, 596 MiB,720 * 576, 1h 32mn,901 Kbps,U-Z,,向导.flv
629,周恩来, 1.00 GiB,1920 * 816, 2h 38mn,903 Kbps,U-Z,,周恩来.flv
630,喜剧明星, 383 MiB,720 * 406, 1h 28mn,603 Kbps,U-Z,,喜剧明星.flv
631,喜怒哀乐, 459 MiB,720 * 448, 1h 11mn,899 Kbps,U-Z,,喜怒哀乐.flv
632,喜盈门, 731 MiB,1280 * 984, 1h 41mn,1008 Kbps,U-Z,,喜盈门.flv
633,夏天的故事, 542 MiB,720 * 576, 1h 23mn,903 Kbps,U-Z,,夏天的故事.flv
634,外滩龙蛇, 656 MiB,1280 * 956, 1h 31mn,1004 Kbps,U-Z,,外滩龙蛇.flv
635,夜航, 516 MiB,720 * 576, 1h 19mn,903 Kbps,U-Z,,夜航.flv
636,夜色多美好, 706 MiB,1280 * 828, 1h 38mn,1006 Kbps,U-Z,,夜色多美好.flv
637,夜走鬼城, 613 MiB,1280 * 732, 1h 25mn,1004 Kbps,U-Z,,夜走鬼城.flv
638,媳妇你当家, 295 MiB,720 * 448, 1h 27mn,473 Kbps,U-Z,,媳妇你当家.flv
639,子夜枪声, 611 MiB,1280 * 714, 1h 24mn,1006 Kbps,U-Z,,子夜枪声.flv
640,孝行天下, 556 MiB,1920 * 818, 1h 26mn,901 Kbps,U-Z,,孝行天下.flv
641,学花站长, 651 MiB,1280 * 714, 1h 30mn,1006 Kbps,U-Z,,学花站长.flv
642,寻仇阴阳界, 615 MiB,1280 * 706, 1h 25mn,1006 Kbps,U-Z,,寻仇阴阳界.flv
643,寻爱记, 415 MiB,720 * 576, 1h 4mn,903 Kbps,U-Z,,寻爱记.flv
644,小二黑结婚, 572 MiB,1280 * 984, 1h 19mn,1008 Kbps,U-Z,,小二黑结婚.flv
645,小伙伴, 437 MiB,720 * 576, 1h 7mn,903 Kbps,U-Z,,小伙伴.flv
646,小偷捉贼记, 640 MiB,1280 * 722, 1h 29mn,996 Kbps,U-Z,,小偷捉贼记.flv
647,小兵张嘎, 778 MiB,720 * 576, 1h 41mn,1071 Kbps,U-Z,,小兵张嘎.flv
648,小城里的总统套房, 647 MiB,1280 * 962, 1h 29mn,1008 Kbps,U-Z,,小城里的总统套房.flv
649,小白旗的风波, 408 MiB,1280 * 996, 56mn 35s,1007 Kbps,U-Z,,小白旗的风波.flv
650,小镇大款, 641 MiB,1280 * 714, 1h 29mn,997 Kbps,U-Z,,小镇大款.flv
651,峡江疑影, 639 MiB,1280 * 726, 1h 28mn,1014 Kbps,U-Z,,峡江疑影.flv
652,希望, 943 MiB,1280 * 1008, 2h 10mn,1008 Kbps,U-Z,,希望.flv
653,幸运搜索, 632 MiB,1280 * 840, 1h 27mn,1012 Kbps,U-Z,,幸运搜索.flv
654,幽魂奇恋, 612 MiB,1280 * 732, 1h 24mn,1008 Kbps,U-Z,,幽魂奇恋.flv
655,延安游击队, 601 MiB,720 * 576, 1h 33mn,903 Kbps,U-Z,,延安游击队.flv
656,异想天开, 657 MiB,1280 * 768, 1h 31mn,1006 Kbps,U-Z,,异想天开.flv
657,征服死亡地带, 741 MiB,1280 * 714, 1h 42mn,1011 Kbps,U-Z,,征服死亡地带.flv
658,心灵深处(长影1982), 683 MiB,720 * 576, 1h 45mn,903 Kbps,U-Z,,心灵深处(长影1982).flv
659,心连心, 595 MiB,720 * 576, 1h 32mn,903 Kbps,U-Z,,心连心.flv
660,悠悠故人情, 670 MiB,1280 * 546, 1h 43mn,903 Kbps,U-Z,,悠悠故人情.flv
661,想入非非, 302 MiB,720 * 448, 1h 29mn,473 Kbps,U-Z,,想入非非.flv
662,我不是一个坏女孩, 333 MiB,720 * 576, 1h 38mn,473 Kbps,U-Z,,我不是一个坏女孩.flv
663,我们是一代人, 633 MiB,720 * 576, 1h 37mn,903 Kbps,U-Z,,我们是一代人.flv
664,我们村里的年轻人, 344 MiB,720 * 448, 1h 41mn,473 Kbps,U-Z,,我们村里的年轻人.flv
665,我们结婚吧, 588 MiB,1280 * 720, 1h 30mn,903 Kbps,U-Z,,我们结婚吧.flv
666,我的兄弟姐妹, 567 MiB,720 * 448, 1h 30mn,873 Kbps,U-Z,,我的兄弟姐妹.flv
667,我的夏天, 387 MiB,720 * 448, 1h 31mn,592 Kbps,U-Z,,我的夏天.flv
668,战争子午线, 667 MiB,1280 * 578, 1h 32mn,1007 Kbps,U-Z,,战争子午线.flv
669,战地之星, 307 MiB,720 * 448, 1h 30mn,473 Kbps,U-Z,,战地之星.flv
670,战斗年华, 298 MiB,720 * 448, 1h 28mn,473 Kbps,U-Z,,战斗年华.flv
671,战斗里成长, 598 MiB,720 * 576, 1h 32mn,903 Kbps,U-Z,,战斗里成长.flv
672,战火中的青春, 393 MiB,720 * 576, 1h 32mn,592 Kbps,U-Z,,战火中的青春.flv
673,抓壮丁, 695 MiB,1280 * 966, 1h 35mn,1012 Kbps,U-Z,,抓壮丁.flv
674,押上刑场, 565 MiB,1280 * 720, 1h 30mn,873 Kbps,U-Z,,押上刑场.flv
675,捉贼记, 547 MiB,1280 * 720, 1h 25mn,893 Kbps,U-Z,,捉贼记.flv
676,摇滚杀手, 283 MiB,720 * 448, 1h 23mn,473 Kbps,U-Z,,摇滚杀手.flv
677,斩断魔爪, 563 MiB,720 * 576, 1h 27mn,900 Kbps,U-Z,,斩断魔爪.flv
678,新中国第一大案, 715 MiB,1280 * 728, 1h 39mn,1006 Kbps,U-Z,,新中国第一大案.flv
679,新局长到来之前, 300 MiB,720 * 576, 46mn 31s,903 Kbps,U-Z,,新局长到来之前.flv
680,无名三侠客, 574 MiB,720 * 448, 1h 28mn,903 Kbps,U-Z,,无名三侠客.flv
681,无名岛, 548 MiB,720 * 576, 1h 24mn,902 Kbps,U-Z,,无名岛.flv
682,无形的战线, 331 MiB,720 * 576, 1h 37mn,473 Kbps,U-Z,,无形的战线.flv
683,无心男人, 648 MiB,1280 * 714, 1h 30mn,1005 Kbps,U-Z,,无心男人.flv
684,无敌铁砂掌, 555 MiB,720 * 448, 1h 25mn,903 Kbps,U-Z,,无敌铁砂掌.flv
685,无枪枪手, 697 MiB,1280 * 744, 1h 36mn,1010 Kbps,U-Z,,无枪枪手.flv
686,早春二月, 784 MiB,1280 * 942, 1h 49mn,1005 Kbps,U-Z,,早春二月.flv
687,智勇和尚, 588 MiB,1280 * 720, 1h 31mn,902 Kbps,U-Z,,智勇和尚.flv
688,智斗美女蛇, 593 MiB,720 * 576, 1h 31mn,902 Kbps,U-Z,,智斗美女蛇.flv
689,最后的疯狂, 665 MiB,1280 * 732, 1h 32mn,1004 Kbps,U-Z,,最后的疯狂.flv
690,月落玉长河, 814 MiB,1280 * 984, 1h 53mn,1005 Kbps,U-Z,,月落玉长河.flv
691,杨德财征婚, 606 MiB,1920 * 1036, 1h 34mn,901 Kbps,U-Z,,杨德财征婚.flv
692,正青春, 671 MiB,1280 * 714, 1h 34mn,995 Kbps,U-Z,,正青春.flv
693,武仙, 542 MiB,720 * 448, 1h 24mn,891 Kbps,U-Z,,武仙.flv
694,武当, 605 MiB,720 * 576, 1h 33mn,903 Kbps,U-Z,,武当.flv
695,武当少年, 586 MiB,1920 * 1080, 1h 30mn,903 Kbps,U-Z,,武当少年.flv
696,武当龙影, 578 MiB,1920 * 1080, 1h 29mn,903 Kbps,U-Z,,武当龙影.flv
697,武林志, 644 MiB,720 * 576, 1h 39mn,903 Kbps,U-Z,,武林志.flv
698,永失我爱, 588 MiB,1920 * 1036, 1h 31mn,901 Kbps,U-Z,,永失我爱.flv
699,永贻芬芳, 532 MiB,1280 * 720, 1h 26mn,864 Kbps,U-Z,,永贻芬芳.flv
700,洋老板 女司机, 638 MiB,1280 * 726, 1h 28mn,1005 Kbps,U-Z,,洋老板 女司机.flv
701,洗澡, 651 MiB,1280 * 714, 1h 30mn,1009 Kbps,U-Z,,洗澡.flv
702,浴血太行, 662 MiB,1280 * 720, 1h 42mn,903 Kbps,U-Z,,浴血太行.flv
703,浴血疆城, 694 MiB,1280 * 744, 1h 37mn,998 Kbps,U-Z,,浴血疆城.flv
704,浴血红马车, 613 MiB,1280 * 710, 1h 25mn,1002 Kbps,U-Z,,浴血红马车.flv
705,浴血雁门关, 568 MiB,1280 * 720, 1h 29mn,893 Kbps,U-Z,,浴血雁门关.flv
706,渔岛之子, 442 MiB,720 * 576, 1h 8mn,902 Kbps,U-Z,,渔岛之子.flv
707,游侠红牡丹, 533 MiB,1920 * 1080, 1h 22mn,903 Kbps,U-Z,,游侠红牡丹.flv
708,游侠黑蝴蝶, 873 MiB,1280 * 754, 2h 15mn,903 Kbps,U-Z,,游侠黑蝴蝶.flv
709,游园惊梦, 230 MiB,720 * 576, 35mn 34s,903 Kbps,U-Z,,游园惊梦.flv
710,湘南起义, 578 MiB,1280 * 718, 1h 29mn,903 Kbps,U-Z,,湘南起义.flv
711,湘女萧萧, 318 MiB,720 * 336, 1h 33mn,473 Kbps,U-Z,,湘女萧萧.flv
712,湘西剿匪记 上, 741 MiB,1280 * 594, 1h 42mn,1007 Kbps,U-Z,,湘西剿匪记 上.flv
713,湘西剿匪记 下, 731 MiB,1280 * 544, 1h 41mn,1012 Kbps,U-Z,,湘西剿匪记 下.flv
714,熊猫历险记, 577 MiB,720 * 576, 1h 29mn,903 Kbps,U-Z,,熊猫历险记.flv
715,熊迹, 734 MiB,720 * 576, 1h 53mn,902 Kbps,U-Z,,熊迹.flv
716,燕子盗, 558 MiB,720 * 576, 1h 26mn,903 Kbps,U-Z,,燕子盗.flv
717,爷儿俩开歌厅, 305 MiB,720 * 576, 1h 30mn,473 Kbps,U-Z,,爷儿俩开歌厅.flv
718,玉手迷踪, 620 MiB,1280 * 720, 1h 35mn,902 Kbps,U-Z,,玉手迷踪.flv
719,王府刀客, 602 MiB,1280 * 738, 1h 23mn,1003 Kbps,U-Z,,王府刀客.flv
720,现代角斗士, 648 MiB,1280 * 714, 1h 30mn,997 Kbps,U-Z,,现代角斗士.flv
721,真假情人, 644 MiB,1280 * 714, 1h 29mn,1005 Kbps,U-Z,,真假情人.flv
722,知音, 760 MiB,1280 * 546, 1h 45mn,1005 Kbps,U-Z,,知音.flv
723,祖国的花朵, 489 MiB,720 * 576, 1h 15mn,903 Kbps,U-Z,,祖国的花朵.flv
724,站直啰！别趴下, 373 MiB,720 * 448, 1h 50mn,473 Kbps,U-Z,,站直啰！别趴下.flv
725,笑功震武林, 356 MiB,720 * 306, 1h 27mn,571 Kbps,U-Z,,笑功震武林.flv
726,笑破情网, 303 MiB,720 * 576, 1h 29mn,473 Kbps,U-Z,,笑破情网.flv
727,笑逐颜开, 670 MiB,720 * 576, 1h 43mn,903 Kbps,U-Z,,笑逐颜开.flv
728,羊城奇遇记, 396 MiB,720 * 576, 1h 33mn,592 Kbps,U-Z,,羊城奇遇记.flv
729,羊城暗哨, 395 MiB,720 * 576, 1h 36mn,573 Kbps,U-Z,,羊城暗哨.flv
730,自古英雄出少年, 603 MiB,1280 * 840, 1h 23mn,1005 Kbps,U-Z,,自古英雄出少年.flv
731,自有后来人, 699 MiB,1280 * 1070, 1h 36mn,1012 Kbps,U-Z,,自有后来人.flv
732,自豪吧，母亲, 737 MiB,1280 * 996, 1h 42mn,1010 Kbps,U-Z,,自豪吧，母亲.flv
733,致命密函, 621 MiB,1280 * 720, 1h 36mn,902 Kbps,U-Z,,致命密函.flv
734,致命的人证, 563 MiB,1280 * 738, 1h 18mn,1008 Kbps,U-Z,,致命的人证.flv
735,英雄喋血, 689 MiB,1280 * 544, 1h 47mn,892 Kbps,U-Z,,英雄喋血.flv
736,英雄坦克手, 496 MiB,1280 * 962, 1h 8mn,1007 Kbps,U-Z,,英雄坦克手.flv
737,英雄小八路, 650 MiB,1280 * 996, 1h 30mn,1010 Kbps,U-Z,,英雄小八路.flv
738,英雄无界, 308 MiB,720 * 576, 1h 31mn,473 Kbps,U-Z,,英雄无界.flv
739,英雄无语, 692 MiB,1280 * 722, 1h 36mn,1003 Kbps,U-Z,,英雄无语.flv
740,英雄荒芜路, 575 MiB,1280 * 714, 1h 20mn,1003 Kbps,U-Z,,英雄荒芜路.flv
741,英雄郑成功, 627 MiB,1280 * 720, 1h 37mn,903 Kbps,U-Z,,英雄郑成功.flv
742,血书情(长影1985), 629 MiB,1280 * 912, 1h 27mn,1008 Kbps,U-Z,,血书情(长影1985).flv
743,血性山谷, 524 MiB,1280 * 720, 1h 21mn,903 Kbps,U-Z,,血性山谷.flv
744,血战午城, 642 MiB,1280 * 714, 1h 30mn,996 Kbps,U-Z,,血战午城.flv
745,血战天狮号, 626 MiB,1280 * 684, 1h 26mn,1009 Kbps,U-Z,,血战天狮号.flv
746,血搏敌枭, 629 MiB,1280 * 700, 1h 27mn,1009 Kbps,U-Z,,血搏敌枭.flv
747,血染桃花水, 618 MiB,1280 * 732, 1h 25mn,1006 Kbps,U-Z,,血染桃花水.flv
748,血泊皇陵(福建1990), 653 MiB,1280 * 694, 1h 31mn,998 Kbps,U-Z,,血泊皇陵(福建1990).flv
749,血泪情仇, 611 MiB,720 * 336, 1h 34mn,903 Kbps,U-Z,,血泪情仇.flv
750,血洒天涯, 646 MiB,1280 * 744, 1h 29mn,1008 Kbps,U-Z,,血洒天涯.flv
751,血浴羊山, 574 MiB,1280 * 720, 1h 28mn,903 Kbps,U-Z,,血浴羊山.flv
752,血溅加拉曼, 291 MiB,720 * 576, 1h 26mn,473 Kbps,U-Z,,血溅加拉曼.flv
753,血溅秋风楼, 631 MiB,720 * 448, 1h 38mn,900 Kbps,U-Z,,血溅秋风楼.flv
754,血祭黄沙镇, 565 MiB,720 * 576, 1h 27mn,903 Kbps,U-Z,,血祭黄沙镇.flv
755,血色清晨, 601 MiB,1920 * 1044, 1h 32mn,903 Kbps,U-Z,,血色清晨.flv
756,血色玫瑰, 581 MiB,1280 * 738, 1h 21mn,998 Kbps,U-Z,,血色玫瑰.flv
757,血色西峪, 672 MiB,1280 * 682, 1h 32mn,1012 Kbps,U-Z,,血色西峪.flv
758,血魂, 287 MiB,720 * 448, 1h 24mn,473 Kbps,U-Z,,血魂.flv
759,西域响马 1995 西影, 611 MiB,1280 * 714, 1h 24mn,1006 Kbps,U-Z,,西域响马 1995 西影.flv
760,西域情仇, 576 MiB,1280 * 720, 1h 29mn,903 Kbps,U-Z,,西域情仇.flv
761,西域铁骑, 558 MiB,1920 * 1080, 1h 26mn,903 Kbps,U-Z,,西域铁骑.flv
762,西子姑娘, 654 MiB,1280 * 828, 1h 30mn,1008 Kbps,U-Z,,西子姑娘.flv
763,西安事变（上）, 578 MiB,1280 * 970, 1h 20mn,1004 Kbps,U-Z,,西安事变（上）.flv
764,西安事变（下）, 668 MiB,1280 * 984, 1h 32mn,1004 Kbps,U-Z,,西安事变（下）.flv
765,西行囚车, 620 MiB,1280 * 744, 1h 26mn,1002 Kbps,U-Z,,西行囚车.flv
766,西部狂野, 616 MiB,1280 * 732, 1h 25mn,1011 Kbps,U-Z,,西部狂野.flv
767,西门警事, 319 MiB,720 * 448, 1h 34mn,473 Kbps,U-Z,,西门警事.flv
768,西风烈, 548 MiB,1280 * 720, 1h 27mn,874 Kbps,U-Z,,西风烈.flv
769,许茂和他的女儿们, 650 MiB,720 * 576, 1h 40mn,903 Kbps,U-Z,,许茂和他的女儿们.flv
770,诱捕之后, 719 MiB,1280 * 996, 1h 39mn,1012 Kbps,U-Z,,诱捕之后.flv
771,贞女, 648 MiB,720 * 448, 1h 40mn,900 Kbps,U-Z,,贞女.flv
772,赚它一千万, 335 MiB,720 * 576, 1h 38mn,473 Kbps,U-Z,,赚它一千万.flv
773,走出死亡陷阱, 627 MiB,1280 * 714, 1h 27mn,1001 Kbps,U-Z,,走出死亡陷阱.flv
774,走出硝烟的女神, 704 MiB,1280 * 580, 1h 37mn,1011 Kbps,U-Z,,走出硝烟的女神.flv
