NO,cagegory,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
12,,匆匆那年, 2.40 GiB,1920 * 832, 1h 59mn,2880 Kbps,无字幕或内嵌字幕,Fleet of Time 2015 1080p WEBRip x264 AAC-SeeHD.mkv,0,中国电影2
13,,北京爱情故事, 1.64 GiB,1280 * 720, 2h 1mn,1934 Kbps,无字幕或内嵌字幕,北京爱情故事 BeiJing Love Story.2014.720P.WEB-DL.720p.x264.AAC-LZHD.mp4,0,中国电影2
14,,十二公民, 2.26 GiB,1920 * 1072, 1h 43mn,3133 Kbps,无字幕或内嵌字幕,十二G民.12.Citizens.2015.HD1080P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba.mp4,0,中国电影2
15,,命中注定, 2.48 GiB,1920 * 800, 1h 53mn,3137 Kbps,无字幕或内嵌字幕,命中注定.Only-You-2015-1080p-WEB-DL-x264-AAC-SeeHD.mkv,0,中国电影2
16,,咱们结婚吧, 3.47 GiB,1920 * 1080, 2h 6mn,3935 Kbps,无字幕或内嵌字幕,咱们结婚吧.2015 1080p V2 WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
17,,唐人街探案, 2.82 GiB,1280 * 480, 2h 15mn,2988 Kbps,无字幕或内嵌字幕,160215 唐人街探案.2015.HD720P.国语中字.mp4,0,中国电影2
18,,国宝疑云, 2.80 GiB,1280 * 572, 1h 27mn,4555 Kbps,无字幕或内嵌字幕,Stealing.Legend.2014.720p.WEB-DL.x264.AAC-HDWinG.mkv,0,中国电影2
19,,夜莺, 2.15 GiB,1920 * 800, 1h 41mn,3043 Kbps,无字幕或内嵌字幕,夜莺.The.Nightingale.2014.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4,0,中国电影2
20,,女生宿舍, 1.87 GiB,1280 * 544, 1h 42mn,2605 Kbps,无字幕或内嵌字幕,女SS舍.Inside.the.Girls.2014.HD720P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba.mp4,0,中国电影2
21,,孪生密码, 1.03 GiB,1280 * 532, 1h 33mn,1583 Kbps,无字幕或内嵌字幕,The Twins' Code.2013.720p.WEBRip.x264.AAC-SmY.mkv,0,中国电影2
22,,将错就错, 2.43 GiB,1920 * 1080, 1h 29mn,3887 Kbps,无字幕或内嵌字幕,The Right Mistake 2015 1080p WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
23,,师父, 1.65 GiB,1280 * 534, 1h 49mn,2160 Kbps,无字幕或内嵌字幕,师父.The.Master.2015.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4,0,中国电影2
24,,幸福迷途, 3.34 GiB,1920 * 962, 1h 32mn,5190 Kbps,无字幕或内嵌字幕,幸福迷途.Happiness.Me.Too.2012.1080p.HDTV.AC3.x264.mkv,0,中国电影2
25,,心迷宫, 1.72 GiB,1920 * 804, 1h 50mn,2233 Kbps,无字幕或内嵌字幕,心迷宫.Deep.in.the.heart.2014.WEB-DL.1080p.x264.AAC-HQC.mkv,0,中国电影2
26,,恶战, 2.99 GiB,1280 * 536, 1h 31mn,4696 Kbps,无字幕或内嵌字幕,恶战.Once.Upon.a.Time.in.Shanghai.2014.720P.WEB-DL.X264.AC3.mkv,0,中国电影2
27,,恶棍天使, 2.58 GiB,1280 * 534, 2h 4mn,2967 Kbps,无字幕或内嵌字幕,160226 恶棍天使.2015.HD1280超清国语中英双字.mp4,0,中国电影2
28,,憨哥进城, 1.58 GiB,1280 * 720, 1h 27mn,2570 Kbps,无字幕或内嵌字幕,憨哥进城.2013.HD720P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4,0,中国电影2
29,,我是谁, 2.14 GiB,1920 * 816, 1h 37mn,3137 Kbps,无字幕或内嵌字幕,Who Am I 2015 1080p WEB-DL x264 AAC-SeeHD.mp4,0,中国电影2
30,,我的特工爷爷, 2.08 GiB,1920 * 808, 1h 37mn,3067 Kbps,无字幕或内嵌字幕,My Beloved Bodyguard 2016 1080p WEB-DL x264 2Audio-SeeHD.mkv,0,中国电影2
31,,控制, 2.51 GiB,1920 * 1080, 1h 32mn,3905 Kbps,无字幕或内嵌字幕,Control.2013.1080p.WEB-DL.x264.AAC-SmY.mkv,0,中国电影2
32,,推拿, 2.52 GiB,1920 * 1040, 1h 53mn,3175 Kbps,无字幕或内嵌字幕,推拿.Blind.Massage.2014.HD1080P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba.mp4,0,中国电影2
33,,智取威虎山, 2.31 GiB,1920 * 1080, 2h 22mn,2320 Kbps,无字幕或内嵌字幕,The Taking Of Tiger Mountain 2014 1080p WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
34,,枕边诡影, 2.36 GiB,1920 * 1080, 1h 26mn,3933 Kbps,无字幕或内嵌字幕,枕边人.枕边鬼影.Bedside Cry 2015 1080p WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
35,,死亡派对, 2.10 GiB,1920 * 1080, 1h 18mn,3808 Kbps,无字幕或内嵌字幕,The Deathday Party 2014 1080p WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
36,,海神密码, 2.27 GiB,1920 * 1080, 1h 24mn,3859 Kbps,无字幕或内嵌字幕,Poseidon.Code.2014.1080p.WEB-DL.x264.AAC-SeeHD.mkv,0,中国电影2
37,,消失爱人, 2.29 GiB,1920 * 800, 1h 46mn,3086 Kbps,无字幕或内嵌字幕,消失爱人.The Secret 2016 1080p WEB-DL x264 AAC-SeeHD.mkv,0,中国电影2
38,,烈日灼心, 3.00 GiB,1920 * 800, 2h 18mn,3101 Kbps,无字幕或内嵌字幕,烈日灼心.The.Dead.End.2015.1080p.WEB-DL.x264.AAC-SHOW.mkv,0,中国电影2
39,,猎仇者, 2.67 GiB,1280 * 540, 1h 25mn,4492 Kbps,无字幕或内嵌字幕,Pay.Back.2013.720p.WEB-DL.x264-HDWinG.mkv,0,中国电影2
40,,白鹿原, 5.55 GiB,1280 * 560, 2h 29mn,5313 Kbps,无字幕或内嵌字幕,白鹿原.White.Deer.Plain.2012.720p.HDTV.x264-xiabd.mkv,0,中国电影2
41,,百团大战, 1.59 GiB,1280 * 536, 1h 46mn,2132 Kbps,无字幕或内嵌字幕,B团大战.The.Hundred.Regiments.Offensive.2015.HD720P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba.mp4,0,中国电影2
42,,策马入林, 4.24 GiB,720 * 480, 1h 52mn,5416 Kbps,无字幕或内嵌字幕,策马入林.2K修复版 WEBRIP.mkv,0,中国电影2
43,,老炮儿, 2.53 GiB,1280 * 480, 2h 17mn,2636 Kbps,无字幕或内嵌字幕,老炮儿.Mr.Six.2015.HD720P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba.mp4,0,中国电影2
44,,耳朵大有福, 1.41 GiB,1920 * 792, 1h 23mn,2408 Kbps,无字幕或内嵌字幕,Lucky Dog.2013.1080p.WEB-DL.x264.AAC-XLMV.mkv,0,中国电影2
45,,警察日记, 3.00 GiB,1920 * 1080, 1h 49mn,3902 Kbps,无字幕或内嵌字幕,Police.Diary.2014.1080p.WEB-DL.x264.AAC-SeeHD.mkv,0,中国电影2
46,,诡劫, 1.11 GiB,1280 * 544, 1h 23mn,1906 Kbps,无字幕或内嵌字幕,诡-劫.Doomed.Disaster.2015.HD720P（www.51wady.com）.mp4,0,中国电影2
47,,边境风云, 4.37 GiB,1280 * 544, 1h 36mn,6491 Kbps,无字幕或内嵌字幕,[dydao.com]Lethal.Hostage.2012.720p.HDTV.x264-NGB.mkv,0,中国电影2
48,,钢的琴, 4.37 GiB,1280 * 692, 1h 41mn,6169 Kbps,无字幕或内嵌字幕,钢的琴.The.Piano.in.a.Factory.2011.720p.HDTV.x264-NGB.mkv,0,中国电影2
49,,闯入者, 2.30 GiB,1920 * 1040, 1h 46mn,3105 Kbps,无字幕或内嵌字幕,Red.Amnesia.2015.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4,0,中国电影2
50,,露水红颜, 2.17 GiB,1920 * 816, 1h 39mn,3126 Kbps,无字幕或内嵌字幕,For.Love.or.Money.2014.1080P.WEB-DL.X264.AAC.mkv,0,中国电影2
51,,魔警, 3.15 GiB,1280 * 544, 1h 46mn,4214 Kbps,无字幕或内嵌字幕,魔警.Mojing.2014.720P.WEB-DL.X264.AC3.mkv,0,中国电影2
