No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
14,双侠, 3.28 GiB,1280 * 544, 1h 21mn,5764 Kbps,双侠.The.Deadly.Duo.1971.BluRay.720p.x264.DD20-MySiLU,,The.Deadly.Duo.1971.BluRay.720p.x264.DD20-MySiLU.mkv
15,多情剑客无情剑, 3.29 GiB,1280 * 720, 1h 41mn,4643 Kbps,多情剑客无情剑.The.Sentimental.Swordsman.1977.BD.720P.x264.DD2.0-CMCT,,多情剑客无情剑[邵氏出品].The.Sentimental.Swordsman.1977.BD.720P.x264.DD2.0.国粤双语.内封中字简繁-CMCT.mkv
16,大决斗, 4.77 GiB,1278 * 542, 1h 50mn,6196 Kbps,大决斗.The.Duel.1971.BD.720P.x264.AAC1.0.Mandarin,,大决斗[邵氏出品].The.Duel.1971.BD.720P.x264.AAC1.0.Mandarin.内封特效中字简体.mkv
17,大醉侠, 2.80 GiB,1280 * 720, 1h 34mn,4228 Kbps,大醉侠.Come.Drink.with.Me.1966.BD.720P.x264.DD2.0.Mandarin-CMCT,,大醉侠[邵氏出品].Come.Drink.with.Me.1966.BD.720P.x264.DD2.0.Mandarin.内封中字简繁-CMCT『www.pantb.com』.mkv
18,天下第一拳, 2.94 GiB,1280 * 544, 1h 41mn,4143 Kbps,天下第一拳.Five.Fingers.Of.Death.1972.BD.720P.XviD.DD2.0.Mandarin,,天下第一拳[邵氏出品].Five.Fingers.Of.Death.1972.BD.720P.XviD.DD2.0.Mandarin.内嵌英语字幕.mkv
19,少林三十六房, 3.20 GiB,1280 * 720, 1h 56mn,3948 Kbps,少林三十六房.The.36th.Chamber.of.Shaolin.1978.BD.720P.x264.DD2.0,,少林三十六房[邵氏出品].The.36th.Chamber.of.Shaolin.1978.BD.720P.x264.DD2.0.国粤双语.内封中字简体-CnSCG.mkv
20,少林五祖, 5.08 GiB,1280 * 544, 1h 49mn,6637 Kbps,少林五祖.Five.Shaolin.Masters.1974.BD.720P.x264.DD2.0.Mandarin,,少林五祖.Five.Shaolin.Masters.1974.BD.720P.x264.DD2.0.Mandarin.mkv
21,少林寺, 4.46 GiB,1920 * 1080, 1h 55mn,5542 Kbps,少林寺.Shaolin.Temple.1976.BDrip.1080P.x264.AAC2.0,,少林寺[邵氏出品].Shaolin.Temple.1976.香港.动作.BDrip.1080P.x264.AAC2.0.国语中字.mp4
22,少林搭棚大师, 2.70 GiB,1280 * 720, 1h 41mn,3815 Kbps,少林搭棚大师.Return.To.The.36th.Chamber.1982.BD.720P.x264.DD2.0-CnSCG,,少林搭棚大师[邵氏出品].Return.To.The.36th.Chamber.1982.BD.720P.x264.DD2.0.国粤双语.内封中字简体-CnSCG.mkv
23,快活林, 3.47 GiB,1280 * 542, 1h 32mn,5378 Kbps,快活林.The.Delightful.Forest.1972.BD720P.x264.AAC5.1,,快活林[邵氏出品].The.Delightful.Forest.1972.BD720P.x264.AAC5.1.国语中字.mkv
24,教头, 3.00 GiB,1280 * 720, 1h 44mn,4127 Kbps,教头.The.Kung.Fu.Instructor.1979.GER.BD.720P.x264.FLAC2.0.Mandarin-CMCT,,教头[邵氏出品].The.Kung.Fu.Instructor.1979.GER.BD.720P.x264.FLAC2.0.Mandarin.内封中英双字-CMCT.mkv
25,新独臂刀, 2.80 GiB,1280 * 720, 1h 37mn,4095 Kbps,新独臂刀.New.One.Armed.Swordsman.1971.BluRay.720p.x264.AC3-CMCT,,[新独臂刀].New.One.Armed.Swordsman.1971.BluRay.720p.x264.AC3-CMCT.mkv
26,方世玉与洪熙官, 2.40 GiB,1280 * 720, 1h 32mn,3727 Kbps,方世玉与洪熙官.Heroes.Two.1974.Bluray.720p.x264.AC3.2Audios-CMCT,,[方世玉与洪熙官].Heroes.Two.1974.Bluray.720p.x264.AC3.2Audios-CMCT.mkv
27,梁山伯与祝英台, 3.40 GiB,1280 * 720, 2h 6mn,3857 Kbps,梁山伯与祝英台.The.Love.Eterne.1963.BD.720P.x264.DD5.1.Mandarin-CMCT,,梁山伯与祝英台[邵氏出品].The.Love.Eterne.1963.BD.720P.x264.DD5.1.Mandarin.内封中字简繁-CMCT.mkv
28,残缺, 2.70 GiB,1280 * 544, 1h 44mn,3692 Kbps,残缺.Crippled.Avengers.1978.720P.BRRiP.XVID.SUBBED-MAJESTIC,,残缺.Crippled.Avengers.1978.720P.BRRiP.XVID.SUBBED-MAJESTIC.avi
29,水浒传, 1.86 GiB,1920 * 800, 2h 5mn,2130 Kbps,水浒传.Water Margin.1972.SB.BluRay.x264.AC3.1080P.YYH3D.xt,,水浒传.Water Margin.1972.SB.BluRay.x264.AC3.1080P.YYH3D.xt.mkv
30,江山美人, 2.13 GiB,1920 * 1080, 1h 39mn,3058 Kbps,江山美人.The.Kingdom.and.The.Beauty.1959.BD.1080P.x264.AAC5.1.Mandarin,,江山美人[邵氏出品].The.Kingdom.and.The.Beauty.1959.BD.1080P.x264.AAC5.1.Mandarin.内嵌中字简体.mp4
31,洪拳大师, 5.43 GiB,1920 * 1080, 1h 35mn,8117 Kbps,洪拳大师.Lightning.Fists.of.Shaolin.1984.BD.1080P.x264.AAC2.0,,洪拳大师.Lightning.Fists.of.Shaolin.1984.BD.1080P.x264.AAC2.0.国粤双语.内嵌特效中字简体.mp4
32,洪拳小子, 3.00 GiB,1280 * 720, 1h 47mn,4011 Kbps,洪拳小子.Disciples.Of.Shaolin.1975.BD720P.x264.DD2.0-CMCT,,洪拳小子[邵氏出品].Disciples.Of.Shaolin.1975.BD720P.x264.DD2.0-CMCT.mkv
33,流星蝴蝶剑, 3.30 GiB,1920 * 1080, 1h 36mn,4879 Kbps,流星蝴蝶剑.Killer.Clans.1976.BD1080P.x264.AAC2.0,,流星蝴蝶剑[邵氏出品].Killer.Clans.1976.香港武侠古装.BD1080P.x264.AAC2.0.国语中字.mkv
34,独臂刀, 3.20 GiB,1280 * 720, 1h 55mn,3967 Kbps,独臂刀.The.One.Armed.Swordsman.1967.BD.720P.x264.DD5.1.Mandarin-CMCT,,独臂刀[邵氏出品].The.One.Armed.Swordsman.1967.BD.720P.x264.DD5.1.Mandarin.内封中字简繁-CMCT.mkv
35,独臂刀王, 3.00 GiB,1280 * 720, 1h 45mn,4073 Kbps,独臂刀王.Return.of.the.One.Armed.Swordsman.1969.BD.720P.x264.DD5.1.Mandarin-CMCT,,独臂刀王[邵氏出品].Return.of.the.One.Armed.Swordsman.1969.BD.720P.x264.DD5.1.Mandarin.内封中字简繁-CMCT.mkv
36,猩猩王, 3.51 GiB,1280 * 542, 1h 29mn,5595 Kbps,猩猩王.The.Mighty.Peking.Man.1977.BluRay.720p.AC3.x264-CHD,,The.Mighty.Peking.Man.1977.BluRay.720p.AC3.x264-CHD.mkv
37,疯猴, 3.47 GiB,1918 * 1080, 1h 49mn,4534 Kbps,疯猴.Mad.Monkey.Kung.Fu.1979.BDrip.1080P.x264.AAC2.0,,疯猴[邵氏出品].Mad.Monkey.Kung.Fu.1979.BDrip.1080P.x264.AAC2.0.国语中字.mp4
38,茅山僵尸拳, 3.21 GiB,1280 * 720, 1h 41mn,4508 Kbps,茅山僵尸拳.The.Shadow.Boxing.1979.BD720P.x264.FLAC2.0,,茅山僵尸拳[邵氏出品].The.Shadow.Boxing.1979.BD720P.x264.FLAC2.0.国粤双语中字.mkv
39,荡寇志, 4.00 GiB,1280 * 544, 1h 41mn,5635 Kbps,荡寇志.All.Men.Are.Brothers.1975.BluRay.720p.DTS.x264-CHD,,All.Men.Are.Brothers.1975.BluRay.720p.DTS.x264-CHD.mkv
40,血滴子, 3.20 GiB,1280 * 720, 1h 45mn,4344 Kbps,血滴子.Flying.Guillotine.1975.JPN.BluRay.720p.x264.AC3-CMCT,,[血滴子].Flying.Guillotine.1975.JPN.BluRay.720p.x264.AC3-CMCT.mkv
41,金燕子, 2.80 GiB,1280 * 720, 1h 48mn,3698 Kbps,金燕子.Golden.Swallow.1968.BluRay.720p.x264.AC3-CnSCG,,[金燕子]Golden.Swallow.1968.BluRay.720p.x264.AC3-CnSCG[国语无字2.8G].mkv
42,金瓶双艳, 3.44 GiB,1280 * 528, 1h 56mn,4228 Kbps,金瓶双艳.The.Golden.Lotus.1974.720p.BluRay.DD2.0.x264-HDS,,金瓶双艳.The.Golden.Lotus.1974.720p.BluRay.DD2.0.x264-HDS.mkv
43,霹雳十杰, 2.40 GiB,1280 * 720, 1h 33mn,3669 Kbps,霹雳十杰.Disciples.of.the.36th.Chamber.1985.Bluray.720p.x264.AC3.2Audios-CMCT,,[霹雳十杰(国粤双语)].Disciples.of.the.36th.Chamber.1985.Bluray.720p.x264.AC3.2Audios-CMCT.mkv
44,马永贞, 5.36 GiB,1918 * 1080, 2h 4mn,6160 Kbps,马永贞.Boxer.From.Shantung.1972.BD1080P.x264.AAC2.0,,马永贞[邵氏出品].Boxer.From.Shantung.1972.香港.动作.BD1080P.x264.AAC2.0.国语中字.mp4
45,龙虎斗, 2.60 GiB,1280 * 720, 1h 29mn,4146 Kbps,龙虎斗.The.Chinese.Boxer.1970.JPN.BluRay.720p.x264.FLAC-CMCT,,龙虎斗.The.Chinese.Boxer.1970.JPN.BluRay.720p.x264.FLAC-CMCT.mkv
46,龙门客栈, 3.40 GiB,1280 * 720, 1h 51mn,4378 Kbps,龙门客栈.Dragon.Inn.1967.BluRay.720p.x264.FLAC-CMCT,,龙门客栈.Dragon.Inn.1967.BluRay.720p.x264.FLAC-CMCT.mkv
47,方世玉与胡惠乾, 1.36 GiB,720 * 304, 1h 32mn,2105 Kbps,方世玉与胡惠乾.The.Shaolin.Avengers.1976.DVDRip.XviD.AC3.DUBBED-RARBG,,The.Shaolin.Avengers.1976.DVDRip.XviD.AC3.DUBBED-RARBG.avi
48,赤脚小子, 2.25 GiB,1280 * 720, 1h 22mn,3880 Kbps,赤脚小子.The.Barefoot.Kid.1993.REMASTERED.DualAudio.DVDRip.X264.AC3.Nfyl.邵氏,,南方娱乐（bbs.nfyl.net).赤脚小子.The.Barefoot.Kid.1993.REMASTERED.DualAudio.DVDRip.X264.AC3.Nfyl.mkv
49,金臂童, 1.36 GiB,720 * 304, 1h 24mn,2296 Kbps,金臂童.The.Kid.With.The.Golden.Arm.1979.DVDRip.XviD.AC3.DUBBED-RARBG,,The.Kid.With.The.Golden.Arm.1979.DVDRip.XviD.AC3.DUBBED-RARBG.avi
50,六刺客, 1.37 GiB,704 * 368, 1h 19mn,2465 Kbps,DVD(A-N),,六刺客.Six.Assassins.1971.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
51,冲霄楼, 1.36 GiB,720 * 304, 1h 35mn,2052 Kbps,DVD(A-N),,冲霄楼.House.Of.Traps.1982.DVDRip.XviD.AC3.SUBBED-RARBG.avi
52,大侠沈胜衣, 1.36 GiB,720 * 304, 1h 23mn,2337 Kbps,DVD(A-N),,大侠沈胜衣.Roving.Swordsman.1980.DVDrip.x264.AC3-CMCT.mkv
53,大刀王五, 511 MiB,720 * 368, 1h 34mn,747 Kbps,DVD(A-N),,大刀王五.Iron.Bodyguard.1973.SB.DVDRip.rmvb
54,大旗英雄传, 1.46 GiB,720 * 304, 1h 35mn,2201 Kbps,DVD(A-N),,大旗英雄传.Clan.Fueds.1982.DVDRip.XviD.AC3.SUBBED-RARBG.avi
55,女儿国, 1.36 GiB,872 * 376, 1h 22mn,2365 Kbps,DVD(A-N),,女儿国.The Land of Many Perfumes.1968.DVDRip.872x376.X264.AAC.mkv
56,成记茶楼, 1.37 GiB,640 * 272, 1h 35mn,2042 Kbps,DVD(A-N),,成记茶楼.The.Teahouse.1974.x264.mkv
57,打雀英雄传, 1.37 GiB,716 * 464, 1h 31mn,2131 Kbps,DVD(A-N),,打雀英雄传.Mahjong.Heroes.1981.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
58,林沖夜奔, 1.37 GiB,704 * 368, 1h 28mn,2212 Kbps,DVD(A-N),,林沖夜奔.Pursuit.1972.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
59,梁上君子, 1.37 GiB,716 * 368, 1h 32mn,2106 Kbps,DVD(A-N),,梁上君子.Fast.Fingers.1983.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
60,流氓千王, 1.37 GiB,716 * 352, 1h 27mn,2225 Kbps,DVD(A-N),,流氓千王.Gambler's.Delight.1981.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
61,火烧红莲寺之琴剑恩仇, 1.37 GiB,716 * 368, 1h 27mn,2243 Kbps,DVD(A-N),,火烧红莲寺之琴剑恩仇.The.Sword.and.the.Lute.1967.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
62,猎人, 699 MiB,716 * 352, 1h 36mn,1017 Kbps,DVD(A-N),,猎人.Diary.Of.A.Lady.Killer.1969.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
63,猎魔者, 1.37 GiB,716 * 368, 1h 30mn,2165 Kbps,DVD(A-N),,猎魔者.Mercernaries.From.Hong.Kong.1982.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
64,癫凤狂龙, 3.82 GiB,1280 * 720, 1h 33mn,5847 Kbps,DVD(A-N),,癫凤狂龙.1982.Three Stooges Go Undercover.HDTV.ETCM.mkv
65,皇家大贼, 1.38 GiB,720 * 464, 1h 30mn,2196 Kbps,DVD(A-N),,皇家大贼.1985.DVDRip.X264.AC3.mkv
66,碧血剑, 1.66 GiB,720 * 304, 1h 44mn,2272 Kbps,DVD(A-N),,碧血剑.Sword.Stained.With.Royal.Blood.1981.DVDRip.XviD.AC3.SUBBED-RARBG.avi
67,落叶飞刀, 1.37 GiB,704 * 368, 1h 22mn,2368 Kbps,DVD(A-N),,落叶飞刀.The.Deadly.Knives.1972.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
68,落花时节, 1.37 GiB,716 * 368, 1h 30mn,2169 Kbps,DVD(A-N),,落花时节.Fallen.Petals.1968.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
69,蛊, 1.75 GiB,1280 * 720, 1h 41mn,2461 Kbps,DVD(A-N),,蛊.Gu.1981.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
70,裸血, 699 MiB,712 * 368, 1h 25mn,1140 Kbps,DVD(A-N),,裸血.Raw.Passions.1969.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
71,连体, 1.37 GiB,716 * 448, 1h 25mn,2278 Kbps,DVD(A-N),,连体.The.Siamese.Twins.1984.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
72,连城决, 1.37 GiB,716 * 368, 1h 30mn,2175 Kbps,DVD(A-N),,连城决.A.Deadly.Secret.1980.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
73,连锁, 1.37 GiB,712 * 368, 1h 37mn,2004 Kbps,DVD(A-N),,连锁.Lady.Jade.Locket.1967.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
74,陆小凤之决战前后, 1.37 GiB,716 * 368, 1h 34mn,2069 Kbps,DVD(A-N),,陆小凤之决战前后.The.Duel.Of.The.Century.1981.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
75,陆阿采与黃飞鸿, 1.37 GiB,720 * 416, 1h 32mn,2109 Kbps,DVD(A-N),,陆阿采与黃飞鸿.Challenge.of.the.Masters.1976.R2.SB.DVDRip.x264.TriAudio.AC3.iNT-NowYS.mkv
76,马永贞, 1.80 GiB,840 * 464, 1h 28mn,2924 Kbps,DVD(A-N),,马永贞.Hero.1997.DVDRip.x264.AC3.2Audios-CMCT.mkv
77,麻疯怪拳, 1.37 GiB,704 * 368, 1h 33mn,2100 Kbps,DVD(A-N),,麻疯怪拳.The.Tigress.of.Shaolin.1979.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
78,龙虎会风云, 1.37 GiB,716 * 368, 1h 20mn,2423 Kbps,DVD(A-N),,龙虎会风云.Heroes.of.Sung.1973.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
79,龙虎少爷, 2.05 GiB,716 * 368, 1h 44mn,2806 Kbps,DVD(A-N),,龙虎少爷.The.Treasure.Hunters.1981.R3.SB.DVDRip.x264.TriAudio.AC3.iNT-NowYS.mkv
80,龙虎沟, 699 MiB,704 * 352, 1h 33mn,1048 Kbps,DVD(A-N),,龙虎沟.The.Dragon.Creek.1967.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
81,龙门金剑, 1.37 GiB,716 * 368, 1h 40mn,1939 Kbps,DVD(A-N),,龙门金剑.The.Golden.Sword.1969.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
82,千王斗千霸, 1.37 GiB,716 * 368, 1h 39mn,1966 Kbps,千王斗千霸.Challenge.of.the.Gamesters.1981.SB.DVDRip.x264.2Audio.AC3.iNT-Nfyl.邵氏,,[千王斗千霸].Challenge.of.the.Gamesters.1981.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS (1).mkv
83,一乐也, 1.61 GiB,1280 * 720, 1h 30mn,2543 Kbps,DVD(O-Z),,一乐也.The.Hap-piest.Moment.1973.DVD9.720P.x264.AAC2.0.mkv
84,一夫官闻, 1.36 GiB,704 * 368, 1h 28mn,2216 Kbps,DVD(O-Z),,一夫官闻.The.Invincible.Sword.1971.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
85,七十二家房客, 1.37 GiB,640 * 272, 1h 37mn,2004 Kbps,DVD(O-Z),,七十二家房客.The.House.of.72.Tenants.1973.R3.SB.DVDRip.x264.TriAudio.AC3.iNT-NowYS.mkv
86,七煞, 1.37 GiB,696 * 384, 1h 34mn,2069 Kbps,DVD(O-Z),,七煞.To.Kill.a.Mastermind.1979.R3.SB.SUBBED.DVDRip.x264.AC3.iNT-NowYS.mkv
87,七金尸, 698 MiB,640 * 256, 1h 14mn,1302 Kbps,DVD(O-Z),,七金尸.The.Seven.Brothers.Meet.Dracula.1974.R1.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
88,万箭穿心, 1.37 GiB,704 * 368, 1h 34mn,2069 Kbps,DVD(O-Z),,万箭穿心.Oath.of.Death.1971.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
89,万花迎春, 1.37 GiB,716 * 352, 1h 48mn,1798 Kbps,DVD(O-Z),,万花迎春.The.Dancing.Millionairess.1964.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
90,三十年细说从头, 698 MiB,640 * 256, 1h 29mn,1089 Kbps,DVD(O-Z),,三十年细说从头.Passing.Flickers.1982.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
91,三少爷的剑, 1.37 GiB,720 * 320, 1h 30mn,2169 Kbps,DVD(O-Z),,三少爷的剑.Death.Duel.1977.R2.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
92,乾隆下扬州, 700 MiB,640 * 256, 1h 33mn,1045 Kbps,DVD(O-Z),,乾隆下扬州.The.Voyage.of.Emperor.Chien.Lung.1978.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
93,乾隆下江南, 1.37 GiB,716 * 368, 1h 39mn,1963 Kbps,DVD(O-Z),,乾隆下江南.The.Adventures.of.Emperor.Chien.Lung.1977.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
94,乾隆皇与三姑娘, 1.37 GiB,720 * 368, 1h 40mn,1945 Kbps,DVD(O-Z),,乾隆皇与三姑娘.Emperor.Chien.Lung.and.the.Beauty.1979.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
95,乾隆皇君臣斗智, 1.37 GiB,716 * 368, 1h 27mn,2239 Kbps,DVD(O-Z),,乾隆皇君臣斗智.The.Emperor.and.the.Minister.1982.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
96,乾隆皇奇遇记, 1.37 GiB,720 * 368, 1h 38mn,1987 Kbps,DVD(O-Z),,乾隆皇奇遇记.Emperor.Chien.Lung.1976.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
97,云泥, 697 MiB,720 * 288, 1h 36mn,1010 Kbps,DVD(O-Z),,云泥.When.The.Clouds.Roll.By.1968.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
98,五大汉, 1.37 GiB,716 * 368, 1h 21mn,2389 Kbps,DVD(O-Z),,五大汉.Five.Tough.Guys.1974.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
99,亚洲秘密警察, 698 MiB,704 * 368, 1h 32mn,1055 Kbps,DVD(O-Z),,亚洲秘密警察.Asia-Pol.1967.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
100,人蛇鼠, 1.36 GiB,704 * 368, 1h 35mn,2055 Kbps,DVD(O-Z),,人蛇鼠.Fangs.of.the.Cobra.1977.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
101,侠客行, 1.37 GiB,716 * 368, 1h 23mn,2358 Kbps,DVD(O-Z),,侠客行.Ode.to.Gallantry.1982.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
102,倚天屠龙记, 1.36 GiB,716 * 368, 1h 41mn,1922 Kbps,DVD(O-Z),,倚天屠龙记.Heaven.Sword.and.Dragon.Sabre.1978.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
103,倚天屠龙记大结局, 1.36 GiB,716 * 368, 1h 35mn,2041 Kbps,DVD(O-Z),,倚天屠龙记大结局.Heaven.Sword.and.Dragon.Sabre.II.1978.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
104,倩女幽魂, 1.37 GiB,640 * 480, 1h 19mn,2466 Kbps,DVD(O-Z),,倩女幽魂.Enchanting.Shadow.1959.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
105,倾国倾城, 1.36 GiB,640 * 272, 1h 47mn,1815 Kbps,DVD(O-Z),,倾国倾城.The.Empress.Dowager.1975.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
106,儒侠, 1.37 GiB,716 * 368, 1h 34mn,2073 Kbps,DVD(O-Z),,儒侠.The.Silent.Swordsman.1967.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
107,再见七日情, 1.36 GiB,720 * 464, 1h 26mn,2266 Kbps,DVD(O-Z),,再见七日情.Let's.Make.Laugh.II.1985.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
108,十二金牌, 1.36 GiB,720 * 320, 1h 41mn,1924 Kbps,DVD(O-Z),,十二金牌.The.Twelve.Gold.Medallions.1970.R2.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
109,十字锁喉手, 1.36 GiB,716 * 368, 1h 28mn,2200 Kbps,DVD(O-Z),,十字锁喉手.Shaolin.Hand.Lock.1978.R1.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
110,千娇百媚, 1.37 GiB,716 * 352, 1h 53mn,1726 Kbps,DVD(O-Z),,千娇百媚.Les.Belles.1960.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
111,千面魔女, 1.37 GiB,720 * 432, 1h 16mn,2553 Kbps,DVD(O-Z),,千面魔女.Temptress.Of.A.Thousand.Faces.1969.R2.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
112,卒仔抽车, 1.36 GiB,704 * 464, 1h 30mn,2155 Kbps,DVD(O-Z),,卒仔抽车.Rolls, Rolls, I.Love.You.1982.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
113,叛逆, 1.37 GiB,716 * 368, 1h 52mn,1734 Kbps,DVD(O-Z),,叛逆.The.Generation.Gap.1973.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
114,唐人街功夫小子, 1.36 GiB,716 * 368, 1h 26mn,2251 Kbps,DVD(O-Z),,唐人街功夫小子.Chinatown.Kid.1977.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
115,四骑士, 1.36 GiB,704 * 368, 1h 44mn,1878 Kbps,DVD(O-Z),,四骑士.Four.Riders.1972.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
116,圆月弯刀, 1.37 GiB,704 * 368, 1h 33mn,2082 Kbps,DVD(O-Z),,圆月弯刀.Full.Moon.Scimitar.1979.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
117,声色犬马, 1.64 GiB,1280 * 720, 1h 37mn,2403 Kbps,DVD(O-Z),,声色犬马.Sin-ful.Confession.1974.DVD9.720P.x264.AAC2.mkv
118,夕阳恋人, 1.37 GiB,716 * 368, 1h 34mn,2069 Kbps,DVD(O-Z),,夕阳恋人.Sunset.1971.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
119,天涯明月刀, 2.05 GiB,700 * 432, 1h 33mn,3149 Kbps,DVD(O-Z),,天涯明月刀.The.Magic.Blade.1976.R2.SB.DVDRip.x264.4Audio.AC3.iNT-NowYS.mkv
120,天蚕变, 1.37 GiB,716 * 368, 1h 33mn,2101 Kbps,DVD(O-Z),,天蚕变.Bastard.Swordsman.1983.R1.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
121,天龙八部, 1.37 GiB,712 * 368, 1h 12mn,2689 Kbps,DVD(O-Z),,天龙八部.battle.wizard.1977.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
122,太极拳, 1.37 GiB,712 * 352, 1h 26mn,2270 Kbps,DVD(O-Z),,太极拳.The.Shadow.Boxer.1974.R1.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
123,如来神掌, 1.38 GiB,720 * 416, 1h 33mn,2111 Kbps,DVD(O-Z),,如来神掌.Buddha's.Palm.1982.R2.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
124,妖魂, 1.37 GiB,716 * 368, 1h 28mn,2219 Kbps,DVD(O-Z),,妖魂.The.Enchantress.1983.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
125,娃娃夫人, 1.36 GiB,716 * 352, 1h 23mn,2329 Kbps,DVD(O-Z),,娃娃夫人.The.Merry.Wife.1972.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
126,子曰食色性也, 697 MiB,704 * 352, 1h 40mn,968 Kbps,DVD(O-Z),,子曰食色性也.Sensual.Pleasures.1978.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
127,射雕英雄传, 1.37 GiB,720 * 368, 2h 2mn,1603 Kbps,DVD(O-Z),,射雕英雄传.Brave.Archer.1977.R1.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
128,射雕英雄传3, 1.37 GiB,716 * 368, 1h 32mn,2114 Kbps,DVD(O-Z),,射雕英雄传3.Brave.Archer.3.1981.R3.SB.DVDRip.x264.2Audio.AC3.iNT-NowYS.mkv
129,射雕英雄传续集, 1.75 GiB,720 * 304, 1h 50mn,2270 Kbps,DVD(O-Z),,射雕英雄传续集.The.Brave.Archer.2.1978.DVDRip.XviD.AC3.SUBBED-RARBG.avi
130,小云雀, 1.37 GiB,716 * 368, 1h 53mn,1728 Kbps,DVD(O-Z),,小云雀.The.Lark.1965.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
131,小杂种, 698 MiB,640 * 256, 1h 42mn,956 Kbps,DVD(O-Z),,小杂种.The.Bastard.1973.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
132,小楼残梦, 1.36 GiB,716 * 352, 1h 16mn,2538 Kbps,DVD(O-Z),,小楼残梦.The.Forbidden.Past.1979.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
133,小毒龙, 1.37 GiB,716 * 368, 1h 21mn,2389 Kbps,DVD(O-Z),,小毒龙.The.Young.Avenger.1972.R3.SB.DVDRip.x264.AC3.iNT-NowYS.mkv
